births,UNRATE,PCE,AAA,BAA,INDPRO,PSAVERT,HOUST,CIVPART,EXUSEU,BAA10YM,UMCSENT,PPIACO,BUSLOANS,TOTALSA,DSPIC96,MICH,TCU,DPSACBM027NBOG,PI,DGORDER,DSPI,JTSJOL,USEPUINDXM,TTLCONS,PMSAVE,WPSFD49207,BUSINV
0.164308237,0.141510788,0.157975759,-0.064254426,-0.447457893,-0.078160817,-0.056798497,0.037703665,-0.262474738,0.287315966,-0.379417114,0.101254176,0.044748102,-0.377057688,0.330891363,-0.086221653,0.019938806,-0.079968425,0.185040962,-0.070994748,0.01588096,-0.00687921,-0.165550216,-0.144216098,-0.141068354,-0.04797958,0.0486049,-0.193440274
0.005828219,0.115366311,0.371543815,-0.13055866,-0.489940949,-0.030949601,-0.332857098,0.038300807,-0.433192799,0.33219039,-0.436086524,0.118138418,0.188174745,-0.337959088,0.499135031,-0.202009674,0,-0.032553006,0.214527455,-0.046526696,0.04103933,0.028359663,-0.106602061,0.027573721,-0.185514971,-0.28609209,0.241010757,-0.208885631
0.194721693,0.120369592,0.24568769,-0.1931057,-0.378000328,0.048150522,-0.108672996,0.03872504,-0.477249868,0.26339952,-0.277500681,0.243120844,0.14761225,-0.300174189,-0.165740511,-0.110437137,-0.141935216,0.048185569,0.215058829,0.022932893,0.090205579,0.113617555,-0.023970505,-0.013247462,-0.194537427,-0.073939568,0.214186367,-0.184340856
0.096428839,0.141935216,0.289032588,-0.112451519,-0.283521301,0.088120729,-0.185366433,-0.10243278,-0.477249868,0.264390999,-0.201869336,0.133022514,0.196907928,-0.260862766,0.15890942,-0.181426751,0.10513709,0.09682223,0.196004692,0.036442335,0.167387393,0.097385505,-0.070751768,-0.050794141,-0.181815738,-0.150751282,0.230849625,-0.1396771
0.158707332,0.110740671,0.227676659,-0.092248712,-0.196720409,0.14251358,-0.010228168,0.073607837,-0.381361074,0.20280222,-0.117197956,0.03882909,0.234709267,-0.226756313,0.227283717,-0.04559184,-0.029524278,0.157284132,0.249776342,0.222680931,0.151459309,0.232525734,0.00838713,-0.167964998,-0.207085274,-0.007864727,0.308395811,-0.079626837
-0.083991138,0.120841763,0.19986407,-0.05157027,-0.10783036,0.170559862,0,-0.009922914,-0.317204231,0.087674503,-0.080163645,0.224035414,0.181032595,-0.202107866,0.162598746,0.132044981,-0.107468566,0.196381589,0.334469678,0.362119602,0.100102827,0.350218088,0.084390605,-0.169946575,-0.313678055,0.021903872,0.249059429,-0.050537514
-0.046816247,0.109408525,0.154674163,-0.047905119,-0.073092104,0.267984335,0.063559463,0.121132963,-0.191462461,0.020650281,-0.090881717,0.238325308,0.339798623,-0.185351664,0.074561674,0.106865771,0,0.294004156,0.262776815,0.374706332,0.366524219,0.307015347,0.340991246,0.169886939,-0.33583549,0.063916075,0.273372648,-0.015896428
-0.018599737,0.053035117,0.169396126,0.090117835,-0.024802989,0.23048173,-0.045929864,0.100651409,-0.106123948,-0.204748878,-0.074215379,0.134944607,0.292880224,-0.185451545,-0.077885543,0.048923568,-0.13055866,0.257660518,0.161571302,0.255699327,0.386066883,0.193375804,0.180284016,-0.026771972,-0.282158603,-0.031386566,0.190368243,0.060295149
0.03951101,0.056798497,0.211171342,0.0106372,-0.026066113,0.229031372,-0.155421742,0.491908497,-0.05423309,-0.238627063,-0.125710193,0.103510207,0.358116497,-0.186445213,0.195795449,0.180750563,-0.112451519,0.249199139,0.142856512,0.298789564,0.468219084,0.229768467,0.239672402,0.024466247,-0.178405814,-0.097832056,0.25510645,0.204390134
0.146007757,0.079259709,0.278791866,0.048728275,-0.068298142,0.23530515,0.341344746,0.498778458,0.09300977,-0.282191039,-0.308038186,0.020402099,0.251960556,-0.158942997,0.086416608,0.400498279,0.165882429,0.250026447,0.071402541,0.317102035,0.282981029,0.325377869,0.434461987,0.023953499,-0.099954117,0.465352331,0.168838749,0.261145176
0.270330281,-0.394350226,0.301020339,-0.473534527,-0.435023305,0.313415721,0.486096552,-0.06055676,-0.072137292,-0.357930838,-0.117911422,0.046284314,0.202663138,-0.153058953,0.18841486,0.481030046,0.400728603,0.305210361,-0.035517702,0.319566729,0.223856017,0.345703466,0.317747319,0.170142489,-0.090418466,0.499933044,0.088164568,0.293917082
0.041562923,-0.487775527,0.221111526,-0.461422871,-0.169125612,0.256105567,0.438032097,-0.318777032,-0.341344746,-0.351251364,0.175992579,0.21800429,0.108075092,-0.134529978,0.083138887,0.42534523,0.056798497,0.257601692,-0.040136974,0.269840948,0.149839713,0.292077583,0.117973637,0.038000538,-0.061677853,0.477648021,0.044509499,0.297169457
0.149176424,-0.487775527,0.21049242,-0.471652858,-0.477249868,0.231372048,0.315939875,-0.250162118,-0.304317031,-0.197589228,0.16021262,-0.484989429,0.08921725,-0.109533743,0.16754359,0.324382765,-0.056798497,0.235132857,-0.029462071,0.24825993,0.09383075,0.268405063,0.246385283,0.479220436,-0.160121015,0.347524201,0.045754662,0.35753336
0.121499068,-0.258036348,0.246520109,-0.421239969,-0.499945798,0.177835194,0.196473876,0.047339636,-0.120841763,-0.092772325,0.1358988,-0.287587074,0.088773169,-0.096805613,0.156850356,0.255422199,-0.056798497,0.189768727,0.254089575,0.238445558,0.091770666,0.244093234,0.14131824,0.139697894,-0.223363566,0.191013637,0.13055866,0.34203494
0.285016206,-0.155421742,0.205044763,-0.327818124,-0.417467296,0.187091374,0.091252957,0.003324481,-0.175281858,-0.060361743,0.148266717,-0.23427905,0.095584923,-0.104506953,0.097470762,0.163868914,-0.493790335,0.193535858,0.455429423,0.205192842,0.315121126,0.178649922,0.060160498,0.425015869,-0.233239666,0.105989161,0.247507462,0.32312801
0.284622952,-0.155421742,0.25701139,-0.164087751,-0.355706054,0.112509805,0.010780911,-0.313714187,-0.220165536,0.152312001,0.206730971,-0.255004325,0.216145417,-0.109423302,0.223303315,0.099382437,0,0.134450987,0.46080581,0.164613203,0.17000469,0.140381613,0.233477753,0.264893449,-0.274801419,0.031587295,0.492946859,0.336265888
