DATE,deathrate,nonfarm labor share,deliquency rate of comm and ind loans,civ unemply rate,M1V,births,aaa,baa,tr10 ,caputz index,GPDI,NFB R output ph,OUTMS,IMPGSC,EXPGSC,GDPIC,real GPDI fixed equip,chng real priv inventories,RGDP,IP index,NROU,CAPUTL,LLBAC,population
4/1/16,0.196473876,-0.017470377,0.497505106,-0.140624951,-0.286896474,0.177793833,-0.284070932,-0.116584413,-0.22322379,-0.304590183,0.005521633,0.060386207,-0.139659291,0.085540222,-0.00426908,-0.001140435,-0.136014602,-0.382734448,0.149641095,-0.20127462,-0.232589771,-0.304590183,-0.007978314,0.22190571
7/1/16,0.196776427,-0.11238229,0.448495181,-0.12571163,-0.300444462,0.084381272,-0.413799817,-0.226259876,-0.274402615,-0.183642381,0.008403275,0.088566341,-0.053568688,0.102591713,0.38387939,-0.024820491,-0.083599715,-0.33941965,0.17682946,-0.160636457,-0.237208381,-0.183642381,-0.361471987,0.228411887
10/1/16,0.279121836,-0.165677716,0.239352413,-0.142888022,-0.292423342,0.064991292,-0.052054941,-0.063678109,-0.028897997,-0.110655194,0.200388167,0.275056873,0.010534724,0.236222507,0.239552167,0.148775833,-0.016710569,-0.140269949,0.198816453,-0.108382969,-0.240491329,-0.110655194,-0.446158547,0.232737604
1/1/17,-0.126493573,0.018168251,0.135013441,-0.180478005,-0.282234483,0.13055866,0.04372167,-0.031267174,0.200285755,-0.060024036,0.178902789,0.43837896,0.084056337,0.410911757,0.376717355,0.089346481,0.181290839,-0.282081671,0.272472782,-0.02723781,-0.242191904,-0.060024036,-0.44631957,0.220074932
4/1/17,0.34902438,0.306735889,0.019185698,-0.258379671,-0.244037799,0.013295614,-0.056232048,-0.080594976,0.081115403,0.096996609,0.199320358,0.343495554,0.320835874,0.428427131,0.34529765,0.111924147,0.192903871,-0.135348206,0.291805601,0.162660809,-0.242408109,0.096996609,-0.363152858,0.209434739
7/1/17,0.366739737,0.259025781,-0.040147947,-0.317124209,-0.195363372,0.102903452,-0.125329674,-0.106304415,0.067156528,0.083652039,0.289306385,0.340555752,-0.017229399,0.349241122,0.364562042,0.290701096,0.170416899,0.005175816,0.278469997,0.141729407,-0.241620383,0.083652039,-0.216689064,0.213239943
10/1/17,0.090398983,0.282805659,-0.083482549,-0.321523121,-0.13854514,0.2398416,-0.212788344,-0.126404573,0.141187679,0.285692055,0.36783469,0.36024003,0.496279895,0.356350169,0.349107113,0.377544558,0.328459933,-0.069041697,0.281810008,0.309937627,-0.240626049,0.285692055,-0.143180226,0.217732032
1/1/18,0.010780911,0.081491955,-0.175525909,-0.273132659,-0.109373793,0.360669753,-0.032842467,-0.049401433,0.334187385,0.316824556,0.383862406,0.32896369,0.494326413,0.264894136,0.316524382,0.450462186,0.190381679,0.031884826,0.308022059,0.340504235,-0.240365156,0.316824556,-0.140011887,0.207203111
4/1/18,0.396031648,-0.250208185,-0.196697415,-0.239533991,-0.020003982,0.493790335,0.107714673,0.139979593,0.328515342,0.374319033,0.303063594,0.231288387,0.453450449,0.206593826,0.281094381,0.318527825,0.009789012,-0.157101721,0.28525787,0.38308006,-0.241668893,0.374319033,-0.0240595,0.199696395
7/1/18,0.312968601,0.013377486,-0.232174542,-0.190561061,0.006907746,0.378327495,0.094088314,0.163124631,0.271566219,0.2745472,0.288332663,0.2335418,0.430133084,0.196860289,0.134654573,0.307229236,0.070764823,0.215610118,0.259100479,0.294803928,-0.244965613,0.2745472,0.032311264,0.208711171
10/1/18,0.10095275,0.004641934,-0.149902582,-0.17066498,-0.039407017,0.178778471,0.234911941,0.336070852,0.253582092,0.223556996,0.262480791,0.215354001,0.356225572,0.231125607,0.146222948,0.259787474,0.149972381,0.255053468,0.223059194,0.273023812,-0.250031344,0.223556996,0.177793833,0.217747471
1/1/19,-0.009729335,0.289691198,-0.047858698,-0.139208821,-0.01424491,0.333901219,0.022239477,0.20175158,0.077401639,0.118087241,0.228249806,0.241391076,0.2159708,0.185457497,0.121909224,0.22804584,-0.122361294,0.211500524,0.205604571,0.199884805,-0.255902353,0.118087241,0.177793833,0.209230387
4/1/19,0.386068572,0.024325136,-0.103580672,-0.183185828,0.064802941,0.18161591,-0.246132126,-0.030723071,-0.072288444,0.001818652,0.145878337,0.24653605,0.075234709,0.117690601,-0.004505558,0.113726362,-0.292135362,-0.001017858,0.173312515,0.115409836,-0.261053737,0.001818652,-0.177793833,0.205143419
7/1/19,0.152528842,-0.209660531,-0.004749201,-0.13692057,-0.04224881,0.064658384,-0.423386074,-0.322063818,-0.257794225,-0.026640276,0.119576164,0.277951114,0.060767009,0.126091588,0.007970613,0.10298806,-0.236317876,-0.012895631,0.18521087,0.096422684,-0.263860288,-0.026640276,0.066183833,0.220494501
