births,UNRATE,PCE,AAA,BAA,INDPRO,PSAVERT,HOUST,CIVPART,EXUSEU,BAA10YM,UMCSENT,INTDSRUSM193N,PPIACO,BUSLOANS,TOTALSA,DSPIC96,MICH,TCU,DPSACBM027NBOG,PI,DGORDER,DSPI,JTSJOL,USEPUINDXM,TTLCONS,PMSAVE,WPSFD49207,BUSINV
-0.4018971079124892,0.16813988517719913,-0.1971373112582384,0.3413447460685429,0.18675271452048725,-0.24584177628350556,0.33390121930581285,-0.008302834929010516,0.0,-0.08319662924156895,0.37167158096481046,0.1271227471947024,-0.2006655928711173,-0.22197197752255582,-0.1542414016121646,0.0555016116648287,-0.11112653006691475,-0.07213729233996441,-0.39376846696271545,-0.17397029959927512,-0.15584593228955346,-0.17846086930595118,-0.14212595154605417,-0.14853452802508038,0.20698212242017178,-0.2231245740095701,0.23724504008748526,-0.2587667777085615,-0.1608817356642933
-0.15647651353212755,0.13601460151935185,-0.18810973584658203,0.2208491282107896,0.10770150287524771,-0.24167214191447395,0.3183489295565508,0.008302834929010516,-0.19146246127401312,-0.10384313712256521,0.40548143048014507,0.10863286483645251,-0.182137442745141,-0.2137985367372443,-0.14867685146725707,0.00500123481809267,-0.09856389243815428,-0.207279532715537,-0.38769781536229225,-0.1682710309624848,-0.14668445981774797,-0.2008601523846374,-0.13411315323352557,-0.23206433375452817,0.18379813737051431,-0.21069994003144465,0.22741002445668645,-0.25034800640570326,-0.14140951712995287
-0.16718962834390239,0.13601460151935185,-0.16982471929546827,0.04853117449621436,0.00797831371690183,-0.23686040119562368,0.2277627455184943,-0.08096075780217526,-0.43319279873115113,-0.09479085501688572,0.3837668542490116,0.06856709727351484,-0.16314167512523814,-0.21789950965462657,-0.14436397800529,0.22993623159581533,-0.09640545579415316,-0.207279532715537,-0.3814412055601968,-0.1566352472489771,-0.13985570811654552,-0.16659379708873556,-0.1283238412181259,-0.14627094106289595,0.3542724925846298,-0.21328915528006476,0.1287865465592699,-0.2460808303262898,-0.1414017648355182
-0.16859869778892211,0.16813988517719913,-0.15514511718088675,0.05817408244968203,-0.023922182654106727,-0.17942822997275903,0.20727953271553634,0.044444267286967154,-0.3413447460685429,-0.015568668927239626,0.36530699500828234,0.00846177743520149,-0.16314167512523814,-0.1857612772068572,-0.14153767677146734,0.12206426696045569,-0.09350936878146648,0.0,-0.2760112144655697,-0.15016969714879913,-0.1288455250846951,-0.1904295409938479,-0.1166589421546767,-0.10605308193212953,0.4010519169905187,-0.207137223652963,0.10532878758745234,-0.19205095294507202,-0.12601054161693953
0.03330084229662822,0.13601460151935185,-0.14233286736147577,0.10576298099407844,-0.029229566532371132,-0.16597679508798202,0.0957742741130495,-0.16897554360930733,-0.19146246127401312,0.12123638553438565,0.2898699694008624,0.03501349190624814,-0.1437203489968601,-0.1654630437312964,-0.13194703333570917,0.07294213080691025,-0.10473725162837322,-0.207279532715537,-0.2519653757056843,-0.12425020024186717,-0.12507400371985555,-0.13560757132410478,-0.11369942632610608,-0.25147754661088223,0.30500628904299876,-0.19465825086641242,0.01878837641810993,-0.1705641811770809,-0.09884647497619126
-0.1769286655774086,0.13601460151935185,-0.1251229328980351,0.05817408244968203,-0.05567000480590606,-0.1170835543997163,0.4737733060281595,0.021879892039312954,-0.3413447460685429,0.22541568746265694,0.2044744358857501,0.13626195463558277,-0.12391884581097301,-0.18289386342962466,-0.12176547897178513,0.28882189084985244,0.060227897703223565,-0.07213729233996441,-0.14261867437719727,-0.10812219060546918,-0.048451884476531926,-0.1276508463344213,-0.021422624139531055,-0.06158333513513603,0.054640473208750207,-0.16913613468986455,0.4500078368880088,-0.18732930593771113,-0.09284629624382124
-0.07467137736722429,0.10290345209296992,-0.12833631509248156,-0.0485311744962143,-0.12298628605048761,-0.08521200563102044,0.0,0.09788301996874704,-0.43319279873115113,0.15474192948817256,0.07107216688369422,0.09929207529739081,-0.12391884581097301,-0.17277206293070624,-0.10416753044466759,-0.08373195231864194,-0.10510197306764424,-0.14193521557221772,-0.07223843508664252,-0.10511312809790019,-0.1059147361043406,-0.11758334290355005,-0.10962916242772458,-0.15175908953082518,-0.005248739936158819,-0.1535897314416343,-0.07271109831845202,-0.17539124144214163,-0.07099625094729028
-0.04162051012153828,0.13601460151935185,-0.11146497804150207,-0.1957427716229187,-0.21904269110143504,-0.03637472861020641,-0.0957742741130495,0.14321907128876255,-0.3413447460685429,0.12554811509471664,-0.10590306860250415,0.06618383261090377,-0.10378555879770002,-0.1625215879008161,-0.09184596062135825,-0.08470985163860367,-0.1033180208464744,-0.14193521557221772,0.03975705793370554,-0.0997208225000708,-0.09790446057505975,-0.10505423416017856,-0.10203467338461264,-0.09866424107511013,-0.2342985218104452,-0.11502278824887335,-0.14431196549625513,-0.15591427875314084,-0.053154560250619876
-0.07270613220836764,0.06903309918512168,-0.09981670686832556,-0.009729334874819251,-0.1025681132017604,-0.047794698160089744,-0.048238488214981334,-0.11100140360369992,-0.3413447460685429,0.17081240219654303,-0.2044744358857501,0.03019401563775359,-0.08337154258473223,-0.1310657815755938,-0.07514015609740099,0.08959136427509073,-0.08782487060937871,0.07213729233996435,-0.008243901585591351,-0.08363953171826444,-0.08395725134437343,-0.18012088335335175,-0.08633152094489105,-0.07185773006938823,-0.252648805568515,-0.10574292420040043,-0.1057710703090966,-0.1309792986573819,-0.03681634292502306
-0.049230129351463314,0.06903309918512168,-0.07758498844695932,-0.07735126087035032,-0.10770150287524771,-0.0356861615286026,-0.14193521557221728,0.03618341634231992,0.0,0.10657547698585457,-0.03567848012652647,-0.08753636416047161,-0.08337154258473223,-0.11112718080079342,-0.05981752075964508,0.19608148481979004,-0.07380353364203412,0.14193521557221744,0.0032767682995441527,-0.06173557538962793,-0.07010024095587358,-0.11780155231960326,-0.07191482916655151,-0.03226915641678607,0.005324504787894702,-0.0880206752503111,-0.1746332611074724,-0.11829402789905846,-0.025155383631902062
-0.054303507984424404,0.03464696411579271,-0.07808461487388557,-0.23700733897628884,-0.12803999279763145,-0.026261059535329867,-0.02416352663316984,0.009057513804378359,0.0,0.03816530810945462,0.15101407341684314,-0.10630330398833027,-0.06273012728359711,-0.12190348851122823,-0.04761024889838117,0.08991631436511494,-0.05345399657857697,0.07213729233996435,0.005772106592610848,-0.06348378345268169,-0.05826597006409051,-0.023573797000517982,-0.059240567695036994,-0.15400978962736567,-0.06070412477896242,-0.06416756919055461,-0.07721412859871962,-0.12592141659034173,-0.022126867096987635
0.00997059624419494,0.0,-0.05418316594792366,-0.363801879388112,-0.2007874563315452,0.001521051774434845,-0.18610808650510546,0.04144235392977991,0.0,-0.11365472692437761,0.13990652699304396,0.11095853565072655,-0.041916501870095935,-0.12190348851122823,-0.039809781565520064,0.36862887226276575,-0.043619199871602565,0.07213729233996435,0.05386178535397279,-0.042525289939937205,-0.050545020531145846,0.004099626844951909,-0.052283559625571685,-0.06569847772481424,0.0052487399361590414,-0.039635441858539344,-0.2038404242244206,-0.12592141659034173,-0.022918212977876995
-0.018332122791299865,0.0,-0.02296805024606202,-0.3033528927890559,-0.157873587124779,-0.021473618939026662,-0.30191599648040296,0.030918148776833965,0.0,-0.14422149697849357,0.035678480126526524,0.12252579684726994,-0.041916501870095935,-0.09089144807905436,-0.02205971103715032,0.49957691601479204,-0.0424504643632691,-0.07213729233996441,-0.029813279103166723,-0.04180174895872352,-0.038784891880905725,-0.1206970450600251,-0.040853202965849766,0.0013894348241352272,-0.0894357734165625,-0.013671137532526523,-0.3160239459410193,-0.09773611922541375,-0.03467479653654393
-0.031164839207108552,-0.034646964115792656,-0.02210054273064732,-0.2824480985291367,-0.15296334914001652,-0.001521051774434845,-0.2277627455184944,0.06165087274836856,0.1914624612740381,-0.07514799290015711,-0.047521951765927106,-0.05423309045842284,-0.020987272264663015,-0.07041049724284315,-0.014440919149588005,0.09121549524204553,-0.036685095217098285,0.0,-0.0032767682995442082,-0.018040098086954837,-0.02590513402146477,-0.038070050687110335,-0.027343814126392862,-0.038151197582515395,-0.15650759742763987,0.0061581457632802206,-0.23930202024376063,-0.06377021953731798,-0.025004610483348233
-0.2274998312856623,0.0,-0.00611198207725111,-0.2526734601319835,-0.11791142218895218,-0.13463258339029682,-0.2277627455184944,0.10299861484695905,0.0,-0.092037454881565,0.10590306860250409,-0.3094190811039633,0.0,0.003217241581832897,-0.008263644864478004,-0.07130232794551311,-0.05208062683440545,0.4854385229238076,-0.32798081947409824,-0.0035857431148464403,-0.010623438394205265,-0.04489554731168638,-0.011480341835912122,0.034692100669290626,0.258869025911449,0.04405946946771533,-0.23423831929677352,0.0026684903377504066,-0.008961113910536112
0.22141366041907973,0.0,0.006111982077250611,-0.05817408244968292,0.023922182654106727,-0.04715879436264708,-0.14193521557221728,0.03918935732517148,0.0,-0.14923299317513605,0.1173420593950879,-0.35068921923589613,0.0,0.06724122809325672,0.008263644864477948,-0.4344020129648575,-0.018970104011055033,0.49680698835864656,-0.1657882015633999,0.0035857431148464958,0.01062343839420532,0.003129757988017956,0.011480341835912178,-0.02360664658825884,0.03138293435020245,0.06823980710566713,-0.1545326408850981,0.0479173841464422,0.008961113910536112
0.14471777338546077,0.0,0.009676734473869963,0.009729334874819195,0.07142371590090046,0.02597783477619875,-0.02416352663316984,0.10007752677219939,-0.19146246127401312,-0.20836551201675796,0.1286795813933298,-0.22270933276591565,0.020987272264663015,0.027325448352319648,0.018221983701472655,-0.19724964188854321,0.01897010401105581,0.14193521557221744,-0.007707592329088908,0.01857766018423712,0.025639240199562097,0.09062220564816736,0.027616544507310437,-0.0013894348241352272,-0.033012897081435955,0.08999045724677623,-0.054836880512015185,0.0,0.028551946723401
0.21399600478105896,-0.034646964115792656,0.01898864913874354,-0.038859543212100556,0.03453176358166066,0.0708939653411309,0.0,-0.014339206919102121,-0.19146246127401312,-0.19058737758644728,0.1286795813933298,0.003626698049062127,0.04191650187009599,0.016082024167520914,0.03472249072174527,0.010668308604959265,0.04311835883393689,0.0,0.08287743212941556,0.04089277141874381,0.03876279266858551,0.09669256856657338,0.04145143449625455,0.01041959733881681,0.0619505255032714,0.11397992244008415,-0.01604046711652707,0.02400209350966398,0.05605334024553432
0.07523541496059583,-0.10290345209296986,0.04591956105098438,-0.11511773943652459,-0.007978313716901775,0.07940023763885418,0.14193521557221733,0.18862561429976377,-0.19146246127401312,-0.12150631748516438,0.09437197967701594,-0.003626698049061794,0.06273012728359717,0.03694570957095333,0.050076845077756005,0.28371134526924313,0.0892170756603603,-0.07213729233996441,0.08022875940179697,0.04626693586281283,0.07984943809407286,0.00018746137887026837,0.08077044961401625,0.05023362928484998,0.08005124045101175,0.13453196504331,0.11304864818258609,0.0479173841464422,0.07449436134767273
0.17138179564376577,-0.06903309918512168,0.054925198092451666,-0.05817408244968292,0.00797831371690183,0.07969980710348468,0.14193521557221733,0.07948166997448747,0.0,-0.17055559086816763,-0.047521951765927106,-0.11095853565072616,0.06273012728359717,-0.0032172415818329525,0.06176134313826975,-0.02365924590144719,0.10522352643404942,-0.07213729233996441,0.056402713996386855,0.05349892513173138,0.09179920731754287,0.08270472364042258,0.09134305149414468,0.025340173180418812,-0.025244352985508534,0.15294049670938326,0.12552454553360193,0.0,0.08241266177668904
0.13724407595081833,-0.10290345209296986,0.06440532778290375,0.11511773943652459,0.08186490424559523,0.09448863030847099,0.14193521557221733,-0.033175408366985015,0.1914624612740381,-0.14765316939263973,-0.05932328835966022,-0.059019928717906345,0.08337154258473223,0.003217241581832897,0.07405991622101304,-0.060450038327158895,0.11350481518374689,-0.07213729233996441,0.06946104450945001,0.07317486234947257,0.10207602623312995,0.14095892840000634,0.10063276074475602,0.16200320509335908,-0.15901153082556563,0.15208267319716406,0.12791757278605576,0.016006764235636295,0.10880114409569652
0.14394219616734416,-0.10290345209296986,0.07993506986498766,0.3528604200544343,0.21452966409855545,0.12293891286159042,0.07213729233996413,-0.1418067413914854,0.0,-0.08125691094131327,-0.05932328835966022,-0.09459993546563855,0.08337154258473223,0.03694570957095333,0.09351084585710634,-0.005001234818092726,0.11128790251523524,0.14193521557221744,0.11701591493764463,0.10234909988193619,0.11322020086516527,0.04155728473094389,0.1104967588782041,0.18026397596752242,0.08940664328295789,0.1301648740507284,0.07316183804731358,0.05056553605398639,0.12490942600819932
0.1327712010765505,-0.13601460151935185,0.09172865979435285,0.40609295044486915,0.2453730853286633,0.11582977445778841,0.024163526633169896,-0.0534341177443749,0.0,0.0578392806289475,-0.1173420593950879,-0.27108483197133276,0.10378555879770002,0.060889896318157444,0.11499050477800121,-0.13501800096246996,0.10935017335699948,0.44911824752437146,0.07116003117535685,0.09971775819107842,0.11785623045736915,0.051222860965943084,0.11584770880456718,0.07288261433797039,-0.05540245413286171,0.10621628236351677,0.02839817667619937,0.05056553605398639,0.15398154015932342
0.09323709498783295,-0.13601460151935185,0.09920718509807602,0.3791466819839717,0.25803634777692663,0.1427232655860925,0.07213729233996413,-0.15514297085802276,0.1914624612740381,0.028007674148014083,-0.08275840343189395,-0.1520677829889902,0.12391884581097301,0.06565495671173849,0.13310827585571916,-0.08014192938099252,0.12033340901527534,0.14193521557221744,0.11156043403807914,0.108541301532313,0.12905586392043844,0.09448417554137845,0.1284792977083331,0.12369271743075727,0.08514811275433964,0.09006344000234034,0.07878784012185813,0.07166000966232566,0.17751408014382086
0.1085584558952366,-0.10290345209296986,0.12275710079512248,0.35840273997485905,0.2496323745409872,0.14017431793007362,-0.07213729233996424,-0.1992458514269006,0.0,0.03365347970950261,-0.08275840343189395,-0.1565370339537261,0.12391884581097301,0.07673524251799813,0.1466913203819733,0.16807393620147448,0.11668261917128486,0.07213729233996435,0.07246781340543507,0.10932454837783756,0.1346783973323511,-0.00018746137887032388,0.1355300368519402,0.0491996538345687,0.10210428000201932,0.06259125005624477,-0.05506391402244398,0.06113447924914206,0.18705704025527747
0.11078764051357182,-0.10290345209296986,0.12252882353803118,0.24490330187578369,0.17244212363028333,0.16714435526650429,0.0,-0.2539112369297116,0.1914624612740381,0.06985748936626401,-0.03567848012652647,-0.21452966409855623,0.12391884581097301,0.09402192324665504,0.1710162769631831,-0.2162263254596858,0.11535612296206998,0.3984425818284346,0.10893658485207103,0.11745753981293705,0.14106287948984586,0.007791377882299333,0.14291875305956092,0.15497271785311073,-0.02398965905025352,0.039098019299495856,-0.0011460549603048986,0.08995326130646186,0.20552537581997277
0.04236487296091196,-0.16813988517719913,0.13188054475390598,0.09634680992457278,0.09224871170310434,0.15327883392919917,-0.02416352663316984,-0.21034717802223035,0.0,0.04520500206595912,-0.03567848012652647,-0.14080302097266106,0.12391884581097301,0.05452284889248493,0.1697935503891439,-0.05583178482971757,0.14365221000239659,0.0,0.033184478585094324,0.13528199763464155,0.15073048379740872,0.1965542569354093,0.1523327580305952,0.16359330116858617,-0.1154641300672049,0.019139933589321534,-0.0052717066390066125,0.03996059510383443,0.21497473861282612
-0.009970596244194996,-0.19907401211472575,0.13710538825900864,0.09634680992457278,0.08706442264821446,0.14933812457487017,-0.02416352663316984,-0.33835045765556837,0.1914624612740381,0.015568668927239626,-0.05932328835966022,0.05423309045842284,0.12391884581097301,0.003217241581832897,0.18096074419837682,-0.09154013451560805,0.16610126411728887,0.0,-0.018686111077404477,0.16686845028913067,0.1588117946294676,0.0603666986426139,0.15919428983704642,0.11606707810527084,-0.17042073559813414,-0.006158145763280165,0.0011460549603049541,0.0,0.22405862518113961
-0.06009797887320578,-0.16813988517719913,0.13907578030116918,-0.07735126087035032,-0.029229566532371132,0.1426892304140226,0.07213729233996413,-0.29904680958114294,0.34134474606856013,0.09148622431685138,-0.1619937032619344,0.018127497552186567,0.12391884581097301,0.04174810329788414,0.19038926150326696,-0.15738947923057767,0.18277714642060816,-0.07213729233996441,-0.07894878003449396,0.18427621792975102,0.1710390087339706,0.12263915488987676,0.1699589814315492,0.13389433636425596,-0.18429462747734238,-0.008453972834025325,0.07698921142349446,0.03464696411579293,0.23371041517899105
0.3186610838203139,-0.19907401211472575,0.1637360581660301,-0.08687445940969124,-0.018610551232876194,0.21195385303525927,0.024163526633169896,-0.25450709214733114,0.43319279873116034,0.17593156992736492,-0.09437197967701588,0.00846177743520149,0.12391884581097301,0.057708235999887836,0.2038405338798549,-0.011668189524211892,0.19898000953502892,-0.14193521557221772,0.07003517195374798,0.20485472505363245,0.1910704500893391,0.1565285855628894,0.18871889864417124,0.12567423479459594,-0.1718131794670691,0.018456756006411057,0.038219635806677754,0.06377021953731865,0.23592171855198663
