DATE,deathrate,nonfarm labor share,deliquency rate of comm and ind loans,civ unemply rate,M1V,births,aaa,baa,tr10 ,caputz index,GPDI,NFB R output ph,OUTMS,IMPGSC,EXPGSC,GDPIC,real GPDI fixed equip,chng real priv inventories,RGDP,IP index,NROU,CAPUTL,LLBAC,population
10/1/96,0.13055866,-0.19875856,-0.499999981,-0.437399304,0.328546612,0.341344746,-0.074668128,-0.046626576,0.004925088,-0.038754849,0.273183608,0.171394682,0.357824097,0.260747074,0.441711661,0.269654477,-0.470546641,0.215396606,0.275125332,0.308939155,-0.267820109,-0.038754849,0.05423309,0.309189282
1/1/97,0.498650102,0.419399193,-0.445200708,-0.179540127,0.294730699,0.191462461,0.072247391,0.052281856,0.05401128,0.499999991,0.168963557,0.035994631,0.240113388,0.31592058,0.471003357,0.141416401,-0.347972814,0.017963502,0.195979798,0.254440134,-0.269692799,0.499999991,0,0.273051379
4/1/97,0.098706326,-0.068383242,-0.31834893,-0.269480153,0.262524576,0.139507569,0.080707476,0.061537016,0.07024233,0.356247174,0.325968841,0.479154195,0.291638959,0.333439648,0.314343671,0.328803919,0.165248157,0.49999996,0.309763168,0.31529356,-0.271594621,0.356247174,0.114729251,0.251074068
7/1/97,-0.341344746,-0.499303454,-0.352093531,-0.499972581,0.229390077,-0.098706326,-0.391527773,-0.33214758,-0.426024719,0.421046585,0.434478182,0.499999937,0.31126802,0.327946397,0.206262341,0.491540808,0.328505482,0.241069506,0.358852813,0.308145203,-0.273359774,0.421046585,0.165882429,0.276077694
10/1/97,0.5,0.49612,-0.262474738,-0.348338744,0.216528461,-0.394350226,-0.288425746,-0.379569914,-0.323619007,0.433310604,0.210436319,0.334658031,0.314523488,0.237537005,0.203258008,0.21833093,-0.297143282,0.103561339,0.296360024,0.332103694,-0.27466547,0.433310604,-0.495889514,0.301760911
1/1/98,0.364333939,0.346260542,0,-0.162770705,0.13534407,0.433192799,-0.36376728,-0.355088649,-0.381455004,0.075074721,0.223619984,0.178956863,0.289005112,0.262257328,0.087202119,0.197183747,0.292351275,0.194963756,0.2068664,0.29253191,-0.27550382,0.075074721,0.323444383,0.26796579
4/1/98,-0.124826488,0.328162847,-0.171639357,-0.249769916,0.219147504,0.477249868,-0.186108086,-0.154452101,-0.188776677,-0.423764396,0.241909121,0.233881128,0.148695739,0.269413568,-0.056196364,0.320182202,-0.023372884,-0.186913385,0.248854673,0.176759079,-0.276077885,-0.423764396,-0.112451519,0.244471133
7/1/98,0.149738803,0.166987364,0.087929552,-0.141864533,0.343117401,-0.013295614,-0.149550043,-0.120938677,-0.206715412,-0.473428859,0.254397999,0.374656891,0.087959041,0.24054136,-0.260113615,0.23083976,-0.144380396,-0.131195689,0.307157262,0.13992832,-0.276562991,-0.473428859,-0.495338812,0.271387876
10/1/98,0.045929864,0.058203728,0.419243341,-0.324294258,0.351290621,-0.079259709,-0.256298236,-0.003626698,-0.426179821,-0.281942564,0.272257302,0.380120929,0.367512452,0.224213693,0.449336085,0.252463937,0.082118879,-0.076547953,0.342003653,0.289932492,-0.276918047,-0.281942564,0.053542011,0.299761238
1/1/99,0.40878878,0.075210325,0.394350226,-0.192013956,0.211728549,0.041916502,-0.230130442,0.5,-0.278444126,-0.11364357,0.437580625,0.320406714,0.499961715,0.346617073,0.362928308,0.440558773,0.001558364,0.202282731,0.313273874,0.380732914,-0.277033617,-0.11364357,-0.392767171,0.271408802
