DATE,births,UNRATE,PCE,AAA,BAA,INDPRO,PSAVERT,HOUST,CIVPART,EXUSEU,BAA10YM,UMCSENT,INTDSRUSM193N,PPIACO,BUSLOANS,TOTALSA,DSPIC96,MICH,TCU,DPSACBM027NBOG,PI,DGORDER,DSPI,JTSJOL,USEPUINDXM,TTLCONS,PMSAVE,WPSFD49207,BUSINV,GS10,PSAVERT,CIVPART,BAA10YM,MPRIME,AAA10YM,PAYEMS,EMRATIO,USCONS,T10YIEM,WPU0911,CUUR0000SA0R,WPU101,WPSFD49207,CSUSHPISA,RSXFS,MRTSSM7221USN,CES7072200001,JTS540099JOL,TSITTL,H8B1247NCBCMG,SAHMREALTIME,RRSFS,TOTBUSMPCSMSA,H8B1026NCBCMG,H8B1020NCBCMG,H8B1023NSMCMG
7/1/04,158532,5.5,8218.9,5.82,6.62,96.3385,5.2,2002,66.1,1.2266,2.12,96.7,2.25,147.4,878.1274,17.309,10654.4,3,78.1759,4976.0292,10054.1,186835,9002.1,3814,87.54419,1006184,469.4,148.2,1207045,4.5,5.2,66.1,2.12,4.25,1.32,131848,62.5,6977,2.48,136.2,52.8,166,148.2,151.335,287358,14680,8857.4,686,109.3,7.8,-0.03,168455,0.4,-0.3,5.8,11.7
8/1/04,193143,5.4,8253.1,5.65,6.46,96.4095,5.1,2024,66,1.2191,2.18,95.9,2.5,148,883.0413,17.157,10685.4,2.8,78.2314,4994.5106,10098.6,183728,9033.3,3541,85.92587,1013616,464.2,148.6,1217193,4.28,5.1,66,2.18,4.43,1.37,131937,62.4,7003,2.42,137.3,52.8,174.2,148.6,152.631,287941,14264,8850.9,642,108.6,1.5,-0.07,168592,1.1,9.6,6.2,9.2
9/1/04,192003,5.4,8321.1,5.46,6.27,96.4907,4.6,1905,65.8,1.2224,2.14,94.2,2.75,147.7,886.8305,17.875,10690.7,2.8,78.2864,5031.8585,10131.5,188444,9055.7,3821,100.01189,1012080,416.1,148.8,1217197,4.13,4.6,65.8,2.14,4.58,1.33,132093,62.3,7029,2.33,137.9,52.7,174,148.8,154.177,293139,13386,8897.6,679,109,1.5,-0.07,171006,0.8,12.5,9.2,11
10/1/04,191852,5.5,8374.6,5.47,6.21,97.4094,4.5,2072,65.9,1.2507,2.11,91.7,2.75,150,889.3048,17.514,10697.8,3.1,79.0107,5052.4034,10184.1,185187,9100.5,3943,105.69511,1015719,405.4,151.2,1225082,4.1,4.5,65.9,2.11,4.75,1.37,132447,62.3,7077,2.37,136.6,52.4,178.9,151.2,155.75,295115,14054,8929.8,777,110.1,-2.4,0,171247,1.5,18.4,10.7,17.3
11/1/04,212069,5.4,8420.6,5.52,6.2,97.6137,4,1782,66,1.2997,2.01,92.8,3,151.4,897.6515,17.362,10670.2,2.8,79.1443,5133.4587,10202,192545,9111.8,3472,95.24085,1022994,367.1,152.1,1238758,4.19,4,66,2.01,4.93,1.33,132503,62.5,7091,2.51,135.4,52.4,182.4,152.1,157.527,296177,13133,8947.8,673,110.3,16,0,171015,0.7,15.1,13.7,7.6
12/1/04,190954,5.4,8481.5,5.47,6.15,98.3318,6.8,2042,65.9,1.3406,1.92,97.1,3.25,150.2,906.4346,18.102,11066.6,3,79.6835,5182.9889,10556.1,193578,9455.1,4074,77.59644,1037480,645.2,151.4,1241744,4.23,6.8,65.9,1.92,5.15,1.24,132624,62.4,7117,2.56,134.2,52.5,180.6,151.4,159.33,299763,14479,8970.2,881,110.4,11.8,0,173122,1.2,15.2,12.3,8.9
1/1/05,201492,5.3,8470.2,5.36,6.02,98.7845,3.6,2144,65.8,1.3123,1.8,95.5,3.25,150.9,921.4483,16.889,10669.3,2.9,79.9972,5192.1641,10292.1,194875,9127.3,3804,73.91848,1046082,327,151.9,1252532,4.22,3.6,65.8,1.8,5.25,1.14,132774,62.4,7095,2.5,134.9,52.4,181.2,151.9,161.288,296696,13373,8998.7,732,112.4,6.1,-0.1,171553,0.6,16.4,13.3,8
2/1/05,204751,5.4,8529.2,5.2,5.82,99.4639,3.2,2207,65.9,1.3013,1.65,94.1,3.5,151.6,931.8511,16.886,10673.7,2.9,80.4794,5208.5589,10329.4,196475,9156.1,3965,58.95005,1066848,294.5,152.7,1261260,4.17,3.2,65.9,1.65,5.49,1.03,133032,62.4,7153,2.54,136.4,52.1,179.8,152.7,163.343,300557,13443,9027.2,750,111.9,2.3,0,173090,0.5,6.9,6.6,8.8
3/1/05,201687,5.2,8569.5,5.4,6.06,99.3061,3.4,1864,65.9,1.3185,1.56,92.6,3.75,153.7,945.8355,17.413,10711.7,3.2,80.2733,5257.1238,10393.9,186608,9215.2,4044,57.55796,1071745,312.2,153.7,1269206,4.5,3.4,65.9,1.56,5.58,0.9,133156,62.4,7181,2.71,138.3,51.7,176.4,153.7,165.81,301308,14562,9051.8,736,111.4,3.6,-0.07,172750,0,14.4,11.8,15.3
4/1/05,204004,5.2,8645.6,5.33,6.05,99.4734,3,2061,66.1,1.2943,1.71,87.7,3.75,155,958.5624,17.756,10745.8,3.3,80.3227,5322.6123,10457.5,194847,9269,4159,74.56597,1081012,280.1,154.2,1274858,4.34,3,66.1,1.71,5.75,0.99,133518,62.7,7266,2.63,140,51.4,176.9,154.2,167.501,303760,14573,9101.4,714,112,-3.4,0,173765,1.6,23.6,15.5,22.4
5/1/05,203505,5.1,8643.9,5.15,6.01,99.6033,3.5,2025,66.1,1.2697,1.87,86.9,4,154.3,968.6476,17.414,10794.9,3.2,80.3334,5317.409,10511.5,206623,9316,3797,70.50812,1093341,325,153.9,1276324,4.14,3.5,66.1,1.87,5.98,1.01,133690,62.8,7294,2.49,138.6,51.4,170.7,153.9,169.351,301776,14894,9088.7,663,111.6,-1.6,-0.1,172790,-0.6,4.3,4.9,10.1
6/1/05,209790,5,8724.8,4.96,5.86,99.9853,2.8,2068,66.1,1.2155,1.86,96,4.25,154.3,975.072,18.482,10818.5,3.2,80.5403,5379.5762,10546.6,210020,9341.7,4062,74.56133,1105896,265.7,153.9,1275941,4,2.8,66.1,1.86,6.01,0.96,133942,62.7,7333,2.33,138.8,51.4,162,153.9,171.19,310989,14641,9113,764,111.2,2.7,-0.07,177593,1.2,20.7,14.5,8.4
7/1/05,207029,5,8829.5,5.06,5.95,99.6692,2.2,2054,66.1,1.2041,1.77,96.5,4.25,156.3,989.6478,21.135,10821.3,3,80.1807,5381.7151,10599.9,194475,9383.8,4256,68.71645,1119101,202.2,155,1270245,4.18,2.2,66.1,1.77,6.25,0.88,134296,62.8,7353,2.3,139.1,51.2,160,155,172.859,313520,15333,9135.4,837,111.3,1.6,-0.07,177822,0.5,21.2,16.5,10.4
8/1/05,205775,4.9,8832.4,5.09,5.96,99.9435,2.6,2095,66.2,1.2295,1.7,89.1,4.5,157.6,995.8914,17.418,10835.1,3.1,80.2946,5451.7732,10658.1,204839,9433.4,4142,64.39586,1129163,247.3,156.3,1274931,4.26,2.6,66.2,1.7,6.44,0.83,134498,62.9,7394,2.37,139.4,50.9,161.8,156.3,174.442,310046,15074,9144.9,777,111.5,0.2,-0.07,175067,1,19.5,14.6,7
9/1/05,185268,5,8885.8,5.13,6.03,98.0779,2.6,2151,66.1,1.2234,1.83,76.9,4.75,162.2,1000.9504,16.927,10798.2,4.3,78.6901,5494.2816,10727,203997,9491.5,4352,91.40606,1148438,250,158.8,1282691,4.2,2.6,66.1,1.83,6.59,0.93,134566,62.8,7415,2.5,137.8,50.3,169.2,158.8,176.438,310673,14114,9128.8,818,111.6,5.5,0.03,173016,1.2,8.2,8.4,7.4
10/1/05,231658,5,8926.6,5.35,6.3,99.3149,3,2065,66.1,1.2022,1.84,74.2,4.75,166.2,1014.4811,15.336,10877.4,4.6,79.576,5515.3634,10822.7,209901,9575.5,4184,76.16368,1160831,289.7,160.5,1291352,4.46,3,66.1,1.84,6.75,0.89,134655,62.8,7460,2.52,137.1,50.2,168,160.5,178.028,310479,14686,9118.3,705,110.3,3.7,0.03,172826,0.7,9.9,9.9,27.7
11/1/05,223256,5,8938.5,5.42,6.39,100.3216,3.5,2147,66,1.1789,1.85,81.6,5,163.7,1022.638,16.524,10967.8,3.3,80.2756,5559.4537,10890.4,220733,9634.6,4248,72.21599,1172090,334.9,158.7,1300830,4.54,3.5,66,1.85,7,0.88,134993,62.7,7524,2.48,137.2,50.6,173.9,158.7,179.682,313303,13906,9152.8,783,112.8,0.7,0.07,175328,0,10.2,9.5,4.4
12/1/05,230804,4.9,8969.6,5.37,6.32,100.9437,3.6,1994,66,1.1861,1.85,91.5,5.25,163,1036.1766,17.174,11025.5,3.1,80.6666,5625.2434,10949.7,221499,9685.4,4282,78.04893,1184677,351.9,159.6,1314197,4.47,3.6,66,1.85,7.15,0.9,135149,62.8,7533,2.35,138.1,50.8,173.8,159.6,180.91,313473,15520,9182.6,750,111.8,4.1,-0.03,175369,1.1,11.1,11.2,12.3
1/1/06,216199,4.7,9059.8,5.29,6.24,101.0627,4.2,2273,66,1.2126,1.82,91.2,5.5,164.3,1048.8184,18.081,11136.9,3,80.655,5641.1365,11136.9,209540,9831,4397,79.17535,1195642,408.9,160.5,1323230,4.42,4.2,66,1.82,7.26,0.87,135429,62.9,7601,2.41,137.8,50.4,174.7,160.5,182.32,322348,14514,9225.5,748,112.1,-0.7,-0.07,179293,1.1,8.3,8.4,7.9
2/1/06,226082,4.8,9090.1,5.35,6.27,101.0669,4.2,2119,66.1,1.194,1.7,86.7,5.5,161.8,1058.4791,17.071,11176.2,3,80.5513,5662.5639,11192,219738,9870.6,4325,72.69299,1205639,414.6,158.7,1327132,4.57,4.2,66.1,1.7,7.5,0.78,135737,63,7664,2.52,141.1,50.3,177.2,158.7,183.287,320171,14020,9253.6,770,111.6,4.9,-0.07,177887,-0.2,11.6,9.9,2
3/1/06,222478,4.7,9122.1,5.53,6.41,101.2751,4.2,1969,66.2,1.2028,1.69,88.9,5.75,162.2,1068.6959,16.96,11196.7,3,80.608,5721.1501,11239.7,227188,9905.6,4732,64.22933,1205169,415.7,159.3,1340265,4.72,4.2,66.2,1.69,7.53,0.81,136047,63.1,7689,2.52,141.2,50,178.1,159.3,184.363,320869,15680,9304.4,853,111.9,3.7,-0.07,178100,0.4,8.5,9,6.6
4/1/06,223175,4.7,9174.8,5.84,6.68,101.6813,3.9,1821,66.1,1.2273,1.69,87.4,5.75,164.3,1084.9813,17.127,11191.2,3.3,80.8178,5809.0697,11291.8,214625,9943,4790,79.76153,1193296,391,160.6,1348401,4.99,3.9,66.1,1.69,7.75,0.85,136205,63,7726,2.58,142.2,49.6,180.7,160.6,184.329,322561,15287,9327.3,923,111.6,9.8,0,178088,-0.1,10.7,11.4,10.5
5/1/06,222015,4.6,9215.1,5.95,6.75,101.579,3.7,1942,66.1,1.2767,1.64,79.1,6,165.8,1103.1932,16.729,11186.4,4,80.6154,5801.0768,11313.6,215819,9963.4,4463,70.83626,1180581,371.3,160.6,1363378,5.11,3.7,66.1,1.64,7.93,0.84,136244,63.1,7713,2.66,142.6,49.4,183.7,160.6,184.156,321794,15737,9309.8,855,113.3,9,-0.07,177200,1.3,11.1,12.3,10.8
6/1/06,217995,4.6,9240.8,5.89,6.78,101.9693,3.9,1802,66.2,1.2661,1.67,84.9,6.25,166.1,1118.7867,16.9,11213.7,3.3,80.7934,5827.9356,11366.6,221220,10011.9,4614,79.49433,1172128,393.5,161.4,1375844,5.11,3.9,66.2,1.67,8.02,0.78,136325,63.1,7699,2.58,144,49.3,189,161.4,183.508,323184,15651,9317.6,919,112.8,6.2,-0.03,177343,0.2,14.3,13.2,13.3
7/1/06,219539,4.7,9322.6,5.85,6.76,101.9319,3.3,1737,66.1,1.2681,1.67,84.7,6.25,166.8,1130.6437,17.662,11204.6,3.2,80.6211,5830.3278,11393.4,209494,10039.2,4394,80.56231,1157926,334.8,161,1381004,5.09,3.3,66.1,1.67,8.25,0.76,136520,63,7712,2.58,144.4,49.1,193.9,161,183.068,324204,15940,9355.8,949,111.9,7.2,0.03,176937,-0.4,13.3,12.2,13.2
8/1/06,219765,4.7,9321.8,5.68,6.59,102.3327,3.6,1650,66.2,1.281,1.71,82,6.25,167.9,1152.3023,16.458,11201.3,3.8,80.7817,5855.2499,11424,210473,10068,4710,72.76997,1145907,358.4,162.1,1391189,4.88,3.6,66.2,1.71,8.25,0.8,136694,63.1,7720,2.59,145.1,49,192.2,162.1,182.595,325324,16064,9374,948,109.9,8.8,0.07,176983,1.2,8,10.7,12.3
9/1/06,212957,4.5,9354.7,5.51,6.43,102.1252,3.5,1720,66.1,1.2722,1.71,85.4,6.25,165.4,1151.1991,16.974,11272.5,3.1,80.4511,5910.4459,11470.7,234701,10105,4737,67.06754,1135753,356.6,160.2,1396513,4.72,3.5,66.1,1.71,8.25,0.79,136843,63.1,7718,2.4,145.9,49.3,195.3,160.2,182.8,323236,15414,9371.5,911,112.6,4.7,0.07,177002,-1.5,3.5,3,-5.5
10/1/06,207845,4.4,9373.2,5.51,6.42,102.0668,3.5,1491,66.2,1.2617,1.69,93.6,6.25,162.2,1161.3376,16.865,11330.4,3.1,80.2285,6010.6057,11510.1,216952,10132.2,4591,63.46447,1122914,359.4,158.7,1401711,4.73,3.5,66.2,1.69,8.25,0.78,136852,63.3,7682,2.32,146.4,49.5,194.9,158.7,183.201,322678,15480,9399.7,844,111.4,-4.9,-0.07,177544,-0.4,8.4,7.4,-7
11/1/06,202934,4.5,9380.2,5.33,6.2,101.9688,3.9,1570,66.3,1.2888,1.6,92.1,6.25,164.6,1170.014,16.657,11374.4,3,79.9679,6067.3759,11570.4,224809,10175.3,4645,62.51984,1121749,392.7,160,1407327,4.6,3.9,66.3,1.6,8.25,0.73,137063,63.3,7666,2.31,148.8,49.6,189,160,183.611,323343,14939,9451.8,861,110.2,6.1,-0.07,177854,0.6,12,9.7,4.8
12/1/06,244234,4.4,9469,5.32,6.22,103.0292,3.7,1649,66.4,1.3205,1.66,91.7,6.25,165.6,1182.5956,17.107,11418.1,2.9,80.6105,6136.2448,11671.2,229243,10251.8,4620,63.37041,1135406,375.6,161.1,1408628,4.56,3.7,66.4,1.66,8.25,0.76,137249,63.4,7685,2.31,149.4,49.6,189.6,161.1,184.141,326849,17365,9478.1,795,111.9,6.4,-0.03,179089,2.4,9.4,11.1,8.9
1/1/07,206619,4.6,9516.3,5.4,6.34,102.4933,3.6,1409,66.4,1.2993,1.58,96.9,6.25,164,1192.4579,16.896,11428.8,3,80.0023,6147.492,11744.7,221551,10298,4763,79.01967,1137917,370.9,160.9,1412835,4.76,3.6,66.4,1.58,8.25,0.64,137477,63.3,7725,2.32,153.4,49.4,190,160.9,184.518,327181,15272,9517.3,957,111.4,10.2,0.07,178736,-1.3,7.2,7.2,14.4
2/1/07,217702,4.5,9546.8,5.39,6.28,103.5264,4,1480,66.3,1.308,1.56,91.3,6.25,166.8,1205.0655,17.169,11472.4,3,80.6198,6167.2198,11838.3,222873,10369.9,4699,57.20262,1139032,414.6,162.7,1419061,4.72,4,66.3,1.56,8.25,0.67,137558,63.3,7626,2.36,156.7,49.1,195.9,162.7,184.598,327953,15043,9532.6,861,111.8,4.3,0.07,178237,1.3,9.7,9.2,5.8
3/1/07,216009,4.4,9585.1,5.3,6.27,103.7521,4.3,1495,66.2,1.3246,1.71,88.4,6.25,169.3,1215.7887,16.438,11512,3,80.6111,6213.9149,11927.2,230379,10442.7,4962,69.88729,1146624,453.1,164.1,1420617,4.56,4.3,66.2,1.71,8.25,0.74,137793,63.3,7706,2.38,157.3,48.7,205.5,164.1,184.15,330579,17176,9535.6,1004,113.5,5.4,0.03,178850,1.2,-2.3,2,8.3
4/1/07,214484,4.5,9615.7,5.47,6.39,104.4814,4.1,1490,65.9,1.3513,1.7,87.1,6.25,171.4,1226.474,16.615,11511.1,3.3,81.002,6303.7907,11955.5,232398,10463.9,4689,62.5017,1150590,431,165.3,1428454,4.69,4.1,65.9,1.7,8.25,0.78,137842,63,7686,2.43,158.8,48.4,209.2,165.3,183.01,329560,16159,9552,953,112.2,8.5,0,177844,0.7,14.4,11.9,6.1
5/1/07,220727,4.4,9651.3,5.47,6.39,104.5322,3.9,1415,66,1.3518,1.64,88.3,6.25,173.3,1244.4631,16.661,11504.1,3.3,80.8807,6304.7317,11982.7,228051,10486.7,4657,74.68187,1161581,408.7,166,1438173,4.75,3.9,66,1.64,8.25,0.72,137993,63,7673,2.38,160.9,48.1,205.8,166,181.6,334202,16816,9572.3,909,113.2,5.9,0,179408,1.2,6.6,8.1,13.2
6/1/07,221692,4.6,9667.3,5.79,6.7,104.5617,3.7,1448,66,1.3421,1.6,85.3,6.25,173.8,1263.8586,16.179,11486.2,3.4,80.7637,6293.3837,11992.7,228619,10492.5,4859,73.29654,1163511,391.9,166.1,1445333,5.1,3.7,66,1.6,8.25,0.69,138069,63,7687,2.41,161.1,48,205.3,166.1,180.255,331076,16860,9584.2,959,112.1,7.8,0.03,177651,-0.2,6.4,9.1,11
7/1/07,220970,4.7,9709.6,5.73,6.65,104.5227,3.6,1354,66,1.3726,1.65,90.4,6.25,175.1,1281.7591,15.837,11495.9,3.4,80.6222,6289.7765,12017.6,234568,10518.2,4598,59.32398,1155448,379.5,167.2,1447009,5,3.6,66,1.65,8.25,0.73,138038,62.9,7660,2.36,163.2,48,204.3,167.2,179.114,332342,16720,9593.4,814,111.3,3.7,0.07,178039,-0.1,5.9,7.4,17.5
8/1/07,218900,4.6,9753.9,5.79,6.65,104.7556,3.3,1330,65.8,1.3626,1.98,83.4,5.75,172.4,1307.649,16.379,11504.3,3.2,80.7225,6357.9095,12028.5,234668,10532.8,4546,89.10405,1159077,351.3,166,1452701,4.67,3.3,65.8,1.98,8.25,1.12,138015,62.7,7610,2.23,163.7,48.1,200.5,166,178.121,334169,17025,9602.1,742,112.2,9.6,0.1,178824,0.6,7,16.2,12.1
9/1/07,227203,4.7,9797.9,5.74,6.59,105.1611,3.5,1183,66,1.391,2.07,83.4,5.25,173.5,1350.0221,16.532,11531.8,3.1,80.984,6425.8001,12098.9,227299,10597.5,4652,100.74438,1158580,370.1,167.6,1460588,4.52,3.5,66,2.07,8.03,1.22,138095,62.9,7577,2.26,163.8,48,199.8,167.6,177.561,335442,15599,9620.4,845,112.1,8.6,0.17,178794,0.6,9.8,14.9,9.6
10/1/07,234335,4.7,9827,5.66,6.48,104.7171,3.3,1264,65.8,1.4233,1.95,80.9,5,174.7,1374.815,16.455,11513.6,3.1,80.6186,6564.6279,12109.7,229576,10610.8,4636,89.45453,1152491,353.9,169.3,1466555,4.53,3.3,65.8,1.95,7.74,1.13,138174,62.7,7565,2.33,165.4,47.9,198,169.3,176.626,337530,15926,9636.9,1049,112.8,7.4,0.2,179401,1.2,5.8,9.2,28.2
11/1/07,213920,4.7,9897.8,5.44,6.4,105.3338,3.1,1197,66,1.4683,2.25,76.1,5,179,1393.7677,16.354,11500.1,3.4,81.0946,6677.7708,12161.6,229933,10653.6,4646,102.44111,1132908,326.5,172.4,1476605,4.15,3.1,66,2.25,7.5,1.29,138284,62.9,7523,2.38,166,47.6,197.8,172.4,175.147,341133,15555,9658.2,995,112.9,12,0.23,179696,1.9,1.1,6.7,17.6
12/1/07,242770,5,9908.4,5.49,6.65,105.3457,3.5,1037,66,1.4559,2.55,75.5,4.75,178.6,1417.7037,16.03,11541.8,3.4,81.126,6720.4193,12235.9,242699,10717,4545,108.5438,1115141,379.6,171.7,1488242,4.1,3.5,66,2.55,7.33,1.39,138392,62.7,7490,2.31,167.3,47.6,200.6,171.7,174.341,336189,17354,9673,1036,112.7,6.1,0.4,177019,-0.9,4,8,22.6
1/1/08,207006,5,9930,5.33,6.54,105.0619,3.7,1084,66.2,1.4728,2.8,78.4,3.5,181,1441.0106,15.705,11553.4,3.4,80.9476,6716.8983,12278.6,239092,10756.3,4624,144.98473,1111347,398,173.3,1501522,3.74,3.7,66.2,2.8,6.98,1.59,138403,62.9,7476,2.27,172.1,47.4,210,173.3,173.133,337412,15506,9662,988,114.7,2.5,0.4,176853,1.5,6.5,10,17.3
2/1/08,210105,4.9,9913.4,5.53,6.82,104.7094,4.1,1103,66,1.4759,3.08,70.8,3.5,182.7,1449.1328,15.491,11551.4,3.6,80.7254,6763.0025,12311,235536,10777.1,4279,108.10469,1096648,440.1,173.9,1508165,3.74,4.1,66,3.08,6,1.79,138324,62.8,7453,2.33,171.6,47.2,215.2,173.9,171.541,334584,15862,9658.8,967,113.7,7.7,0.43,174826,-0.4,3.2,8.5,29.7
3/1/08,220343,5.1,9959.4,5.51,6.89,104.4616,4,1005,66.1,1.552,3.38,69.5,2.5,187.9,1470.742,15.114,11546.6,4.3,80.5897,6847.2781,12355.4,233299,10806.1,4225,111.71236,1103446,429.1,175.4,1506950,3.51,4,66.1,3.38,5.66,2,138275,62.7,7406,2.42,170.6,46.8,224,175.4,170.054,335193,17102,9647.9,920,112.1,7.7,0.47,174630,-0.1,5.3,9.1,14.5
4/1/08,219377,5,9996.8,5.55,6.97,103.6704,3.4,1013,65.9,1.5754,3.29,62.6,2.25,190.9,1490.0915,14.605,11500.4,4.8,80.0336,6879.3687,12342.8,230336,10785.7,4035,102.19691,1101252,371.4,175.9,1514019,3.68,3.4,65.9,3.29,5.24,1.87,138035,62.7,7327,2.32,171.2,46.5,250.6,175.9,168.338,334843,16289,9632.4,838,113.5,3.8,0.5,174146,1.7,3,3.8,14
5/1/08,216054,5.4,10053.8,5.57,6.93,103.0863,7.8,973,66.1,1.5554,3.05,59.8,2.25,196.6,1491.1859,14.697,12051.5,5.2,79.6251,6845.9232,12910.1,230445,11353.3,4194,94.28403,1101547,882.9,178.4,1517142,3.88,7.8,66.1,3.05,5,1.69,137858,62.5,7274,2.42,171.2,46.2,270.6,178.4,166.66,337947,17706,9627.8,821,113.5,6.5,0.73,174731,0.9,-5.3,-2.6,0.3
6/1/08,210741,5.6,10107.9,5.68,7.07,102.8445,5.5,1046,66.1,1.5562,2.97,56.4,2.25,200.5,1498.1997,14.377,11732.6,5.1,79.4611,6853.1012,12675,228581,11131.6,3830,94.55676,1090098,607.3,181.2,1526333,4.1,5.5,66.1,2.97,5,1.58,137687,62.4,7213,2.47,171.8,45.7,284.1,181.2,165.019,338311,16704,9622.2,736,112.1,3.3,0.8,173112,1.3,-7.1,-4.1,2.7
7/1/08,209893,5.8,10104.7,5.67,7.16,102.3002,4.4,923,66.1,1.5759,3.15,61.2,2.25,205.5,1512.1388,13.006,11548,5.1,79.036,6818.1158,12518.8,220236,11003.7,3749,109.78897,1086952,482.7,183.4,1536793,4.01,4.4,66.1,3.15,5,1.66,137491,62.2,7160,2.44,174,45.5,293.1,183.4,163.57,336771,16957,9628.3,665,113,4.7,0.97,171238,-0.4,-6.6,-1.1,10.5
8/1/08,222778,6.1,10094.7,5.64,7.15,100.7353,3.8,844,66.1,1.4955,3.26,63,2.25,199,1513.7036,14.119,11482.1,4.8,77.7935,6838.0987,12428.1,215792,10931.5,3674,95.87076,1070075,420.5,182,1537383,3.89,3.8,66.1,3.26,5,1.75,137213,62,7114,2.21,174.8,45.6,294.4,182,161.991,334045,17422,9604.9,659,111.3,3.6,1.1,170234,-1.9,-0.6,1.4,7.8
9/1/08,211414,6.1,10043.5,5.65,7.31,96.3666,4.7,820,66,1.4342,3.62,70.3,2.25,196.9,1530.9049,12.961,11514,4.3,74.368,7049.0341,12454.6,212632,10973.8,3222,187.74031,1059579,513.4,182.7,1528769,3.69,4.7,66,3.62,5,1.96,136753,61.9,7044,1.84,174.8,45.7,274,182.7,160.311,328343,15356,9572.7,631,109.2,2.7,1.27,167550,-2.4,-1,10.5,7.4
10/1/08,206147,6.5,9960.3,6.28,8.88,97.2832,5.5,777,66,1.3266,5.07,57.6,1.25,186.4,1586.5603,10.933,11576.5,3.9,75.0069,7140.5969,12438.7,192050,10965.9,3377,189.91728,1055959,601.6,178.3,1515493,3.81,5.5,66,5.07,4.56,2.47,136272,61.7,6967,1.06,173.3,46.2,236,178.3,158.328,314830,15973,9547.2,577,109.3,5.4,1.5,162654,-4.4,0.3,12.7,38
11/1/08,204808,6.8,9820.8,6.12,9.21,96.0605,6.5,652,65.9,1.2744,5.68,55.3,1.25,176.8,1575.6097,10.526,11664,2.9,73.9865,7108.0408,12372,182774,10922.4,3231,148.84258,1035033,704.5,172.9,1496261,3.53,6.5,65.9,5.68,4,2.59,135545,61.4,6813,0.64,166.7,47.1,209.4,172.9,156.141,301332,15532,9514.2,527,106.5,-0.9,1.7,159205,-7,-1.5,-8.5,-4
12/1/08,185276,7.3,9730.7,5.05,8.43,93.2521,6.4,560,65.8,1.3511,6.01,60.1,0.5,170.9,1558.8075,10.383,11605.4,1.7,71.7426,7275.8275,12221.4,172830,10809.1,3146,145.99467,999139,688,169.7,1466343,2.42,6.4,65.8,6.01,3.61,2.63,134839,61,6701,0.25,164.4,47.6,195.6,169.7,153.617,294025,16644,9484.2,578,103.5,-11.2,2.07,157093,-3.8,-5.5,-8.5,-6.9
1/1/09,206946,7.8,9783.8,5.05,8.14,91.0373,6.2,490,65.7,1.3244,5.62,61.2,0.5,171.2,1544.8286,9.786,11646.5,2.2,69.9566,7279.8733,12085.5,154345,10851.4,2738,171.94623,975099,670.2,170.8,1448157,2.52,6.2,65.7,5.62,3.25,2.53,134055,60.6,6567,0.61,157.9,47.4,191.6,170.8,151.505,298673,16166,9462.3,536,102.1,14.4,2.37,158979,-1.8,-5.6,-6,-6.6
2/1/09,194848,8.3,9766,5.27,8.08,90.4502,5.5,582,65.8,1.2797,5.21,56.3,0.5,169.3,1532.707,9.223,11526.3,1.9,69.4359,7248.1438,11963.4,147275,10761.3,2864,187.11403,971708,595.6,170.6,1426387,2.87,5.5,65.8,5.21,3.25,2.4,133312,60.3,6446,1.12,154.4,47.1,185.4,170.6,150.012,297631,15371,9448.1,533,104.1,9.2,2.77,157766,0.4,7.9,2.5,-8.7
3/1/09,198691,8.7,9718.5,5.5,8.42,89.016,5.9,505,65.6,1.305,5.6,57.3,0.5,168.1,1511.301,9.748,11522.9,2,68.2745,7314.816,11920,145338,10749,2534,166.90338,963793,629.5,169.1,1405854,2.82,5.9,65.6,5.6,3.25,2.68,132512,59.9,6291,1.11,152.7,47,179.8,169.1,148.659,292300,16789,9419.4,452,99.8,-7.8,3.13,155179,-2.8,-0.1,-7.1,-12
4/1/09,199044,9,9724.8,5.39,8.39,88.3056,6.8,478,65.7,1.3199,5.46,65.1,0.5,169.1,1491.6126,9.379,11626.3,2.8,67.6767,7356.5886,11994.1,144983,10862.6,2295,131.85612,932482,737.5,170,1387521,2.93,6.8,65.7,5.46,3.25,2.46,131817,59.8,6154,1.36,148.6,46.9,168.9,170,147.948,293614,16076,9387.7,438,99.7,-7.9,3.53,155777,-0.2,-2.1,-7.6,-11.8
5/1/09,200048,9.4,9748.9,5.54,8.06,87.4155,8.2,540,65.7,1.3646,4.77,68.7,0.5,170.8,1469.401,10.176,11818.8,2.8,66.9601,7451.66,12187.1,151235,11055.9,2549,138.80585,920020,908.2,170.3,1371027,3.29,8.2,65.7,4.77,3.25,2.25,131475,59.6,6100,1.57,144.2,46.8,169.2,170.3,147.693,296501,17294,9425.9,446,99.1,-10.8,3.73,156911,0.8,-7.1,-7.2,-11.9
6/1/09,203109,9.5,9806.9,5.61,7.5,87.0742,6.7,585,65.7,1.4014,3.78,70.8,0.5,174.1,1436.2822,10.149,11623.6,3.1,66.6872,7506.3393,12068.4,145752,10937.7,2503,130.93349,912530,734.2,173.5,1354270,3.72,6.7,65.7,3.78,3.25,1.89,131008,59.4,6010,1.86,142,46.4,171.1,173.5,148.088,302169,16248,9433.3,405,100.1,-13.7,3.9,158240,1.7,-5.5,-11.5,-15.3
