DATE,births,UNRATE,PCE,AAA,BAA,INDPRO,PSAVERT,HOUST,CIVPART,EXUSEU,BAA10YM,UMCSENT,INTDSRUSM193N,PPIACO,BUSLOANS,TOTALSA,DSPIC96,MICH,TCU,DPSACBM027NBOG,PI,DGORDER,DSPI,JTSJOL,USEPUINDXM,TTLCONS,PMSAVE,WPSFD49207,BUSINV,GS10,PSAVERT,CIVPART,BAA10YM,MPRIME,AAA10YM,PAYEMS,EMRATIO,USCONS,T10YIEM,WPU0911,CUUR0000SA0R,WPU101,WPSFD49207,CSUSHPISA,RSXFS,MRTSSM7221USN,CES7072200001,JTS540099JOL,TSITTL,H8B1247NCBCMG,SAHMREALTIME,RRSFS,TOTBUSMPCSMSA,H8B1026NCBCMG,H8B1020NCBCMG,H8B1023NSMCMG
4/1/16,244292,5.1,12649.4,3.62,4.79,101.5167,7.1,1158,62.9,1.1346,2.98,89,1,183.2,2033.6157,17.705,13587.4,2.8,74.7409,11178.1722,16035.6,225021,14098.1,5803,84.25134,1201301,1001.5,190.4,1827414,1.81,7.1,62.9,2.98,3.5,1.81,143851,59.7,6702,1.62,174.9,41.8,184.3,190.4,178.812,398190,24833,11379.8,1049,123.2,7.2,0.03,189308,0.6,5,6.8,5.4
5/1/16,255054,4.8,12696.1,3.65,4.68,101.4298,6.9,1131,62.7,1.1312,2.87,94.7,1,185.3,2048.4201,17.709,13581,2.4,74.6427,11147.7003,16057.9,219099,14114.1,5777,82.04127,1205015,966.8,191.1,1831183,1.81,6.9,62.7,2.87,3.5,1.84,143892,59.7,6689,1.6,170.6,41.6,192.9,191.1,179.488,400143,24915,11404.4,1163,122.9,5.2,-0.03,189701,0.2,8.1,7.9,7.6
6/1/16,216278,4.9,12777,3.5,4.53,101.8747,6.5,1200,62.7,1.1232,2.89,93.5,1,187.6,2051.2674,17.747,13587.3,2.6,74.9324,11226.3065,16103.3,207445,14149.1,5742,162.62912,1226699,916.5,192.4,1832749,1.64,6.5,62.7,2.89,3.5,1.86,144150,59.7,6701,1.47,168.4,41.5,193.4,192.4,180.159,404756,23574,11430.1,1143,123.6,8,-0.03,191095,1.4,6.2,5.9,4
7/1/16,260768,4.8,12794.2,3.28,4.22,102.1325,6.7,1245,62.8,1.1055,2.72,90,1,187.7,2057.805,18.066,13630,2.7,75.0813,11259.5406,16168.2,215821,14202.1,5962,121.96465,1224739,947.8,192.4,1830953,1.5,6.7,62.8,2.72,3.5,1.78,144521,59.8,6735,1.46,169.8,41.6,193.6,192.4,180.899,403730,24313,11442.2,1248,125,7.4,-0.03,190778,-0.4,7.1,5.7,3.3
8/1/16,247348,4.9,12836,3.32,4.24,102.0407,6.6,1155,62.9,1.1207,2.68,89.8,1,186.6,2051.2557,17.886,13639.6,2.5,74.9718,11350.2528,16205.7,218632,14236.5,5677,91.8289,1226469,940.8,191.8,1833317,1.56,6.6,62.9,2.68,3.5,1.76,144664,59.8,6736,1.47,171.7,41.5,195,191.8,181.897,403968,23732,11479.8,1105,123.3,5.4,0.07,190721,0.3,7.1,3.5,0.4
9/1/16,254331,5,12893.2,3.41,4.31,102.0477,6.6,1072,62.9,1.1218,2.68,91.2,1,186.9,2068.4611,17.959,13679.8,2.4,74.9346,11354.1509,16274.7,216575,14296.9,5868,79.80896,1234396,945.1,192.6,1836947,1.63,6.6,62.9,2.68,3.5,1.78,144953,59.7,6768,1.51,170.5,41.4,191.2,192.6,182.851,405958,22801,11544.1,1204,123.9,4.9,0.1,191281,0.4,5.9,6.7,3.5
10/1/16,244737,4.9,12922.7,3.51,4.38,102.2485,6.8,1321,62.8,1.1014,2.62,87.2,1,186.7,2083.5121,17.956,13708.5,2.4,75.0413,11359.8158,16341.3,229282,14358.2,5591,92.51784,1249011,971.3,193.7,1835577,1.76,6.8,62.8,2.62,3.5,1.75,145071,59.7,6799,1.66,170.5,41.4,186.4,193.7,183.758,407395,23766,11539.8,985,123.2,4.7,0.1,191432,0.6,6.7,6.6,4
11/1/16,252210,4.7,12957.8,3.86,4.71,102.0507,6.7,1150,62.7,1.0792,2.57,93.8,1,186.3,2088.6245,17.775,13736.1,2.4,74.8585,11448.2105,16382.2,216770,14393.6,5971,169.37782,1270727,968.3,193.3,1849466,2.14,6.7,62.7,2.57,3.5,1.72,145201,59.7,6823,1.82,168.1,41.4,189.3,193.3,184.742,406061,22844,11554.8,1227,123.8,4.9,0,191057,-0.1,3.6,3.7,3.5
12/1/16,260484,4.7,13058,4.06,4.83,102.9281,6.4,1267,62.7,1.0545,2.34,98.2,1.25,188.2,2083.9281,18.236,13759.9,2.2,75.4682,11554.8385,16447.3,220898,14447.9,5964,115.15205,1279177,917.9,195,1854222,2.49,6.4,62.7,2.34,3.64,1.57,145415,59.7,6818,1.93,169.9,41.4,196.4,195,185.687,412610,25997,11577.3,1081,124.8,6.1,-0.07,192906,2,2,0.3,4.8
1/1/17,265289,4.7,13122.2,3.92,4.66,103.0366,6.7,1206,62.8,1.0635,2.23,98.5,1.25,190.7,2082.7842,17.651,13824.9,2.6,75.5192,11540.5898,16566.5,223046,14569.8,5646,134.86954,1262209,975.2,196.3,1857456,2.43,6.7,62.8,2.23,3.75,1.49,145612,59.9,6839,2.01,169.7,41.2,204.8,196.3,186.791,416081,23690,11597.1,996,124.8,3.2,0,194354,0.6,5.4,3.1,0.9
2/1/17,259601,4.6,13140.9,3.95,4.64,102.6479,7,1282,62.8,1.065,2.22,96.3,1.25,191.6,2083.2255,17.791,13875.1,2.7,75.2098,11564.74,16641.7,217634,14637.5,5931,133.33147,1288089,1024.2,197,1861283,2.42,7,62.8,2.22,3.75,1.53,145795,59.9,6886,2.02,167.4,41.1,207.3,197,187.314,415503,23611,11617.3,984,125,2.6,0.03,193952,0.1,2.6,2.5,-2.6
3/1/17,261978,4.4,13196.5,4.01,4.68,103.343,7,1186,63,1.0691,2.2,96.9,1.5,191.5,2068.0841,17.141,13942.1,2.5,75.699,11681.6288,16693,225925,14690.7,5813,119.77617,1281815,1023.3,197.1,1868125,2.48,7,63,2.2,3.88,1.53,145934,60.2,6907,1.99,169.7,41,213.3,197.1,188.065,414620,26690,11644.6,1016,125.1,1.4,-0.03,193628,-0.2,2.5,0.4,1.1
4/1/17,261666,4.5,13222.2,3.87,4.57,104.2721,7.1,1150,63,1.0714,2.27,97,1.5,193,2068.5846,17.3,13967,2.5,76.3643,11694.8723,16751.7,226500,14750.9,6103,121.57059,1275303,1049.2,198.1,1863529,2.3,7.1,63,2.27,4,1.57,146154,60.2,6917,1.91,171.9,40.9,212,198.1,188.848,416889,25741,11664.8,1029,125.9,3.2,-0.13,194193,0.3,4.6,3.6,5
5/1/17,261858,4.4,13225.7,3.85,4.55,104.4129,7.6,1123,62.8,1.105,2.25,97.1,1.5,192.8,2072.4531,17.198,14059.6,2.6,76.4548,11681.3058,16849.8,224671,14847.4,5810,104.17097,1285076,1135.8,196.3,1869527,2.3,7.6,62.8,2.25,4,1.55,146295,60.1,6926,1.83,172.9,40.9,213.7,196.3,189.767,414540,26175,11691.3,1016,125.9,1.9,-0.13,193392,-0.3,4.6,4.3,3.9
6/1/17,266263,4.3,13275.9,3.68,4.37,104.5849,7.4,1243,62.8,1.1233,2.18,95,1.75,193.6,2073.5548,17.194,14063.7,2.6,76.5694,11692.0585,16883.8,241249,14870.2,6334,98.75896,1274918,1099.1,196.5,1878673,2.19,7.4,62.8,2.18,4.13,1.49,146506,60.1,6954,1.73,177.2,40.8,213.9,196.5,190.674,416505,25482,11710.7,1246,126.1,6,-0.03,193994,0.5,3.1,1.9,7.8
7/1/17,267100,4.3,13301.3,3.7,4.39,104.5427,7.5,1207,62.9,1.153,2.07,93.4,1.75,193.5,2076.6747,17.179,14103.1,2.6,76.5277,11765.0541,16948.8,221781,14918.2,6203,110.75359,1276001,1119.8,196.5,1882836,2.32,7.5,62.9,2.07,4.25,1.38,146734,60.2,6958,1.77,179.1,40.9,215.9,196.5,191.581,416744,25360,11770.8,1118,127.7,7.3,-0.03,194023,0.1,5.3,5.8,6.7
8/1/17,267790,4.4,13344.5,3.63,4.31,104.0475,7.6,1163,62.9,1.1813,2.1,96.8,1.75,193.8,2084.6944,17.026,14122.8,2.6,76.1529,11820.5475,17024.6,226087,14975.2,6300,109.17826,1267435,1133.7,197.6,1894964,2.21,7.6,62.9,2.1,4.25,1.42,146924,60.1,6989,1.78,184.3,40.7,214.1,197.6,192.78,417179,25120,11773.6,1113,128,3.8,0.03,193594,0.9,3.3,4.1,6.8
9/1/17,259341,4.2,13466.9,3.63,4.3,104.0502,7.3,1174,63,1.1913,2.1,95.1,1.75,194.8,2101.3416,18.337,14150.3,2.7,76.1375,11869.607,17136.3,239375,15059.4,6279,96.75076,1273595,1098.3,199,1898372,2.2,7.3,63,2.1,4.25,1.43,146966,60.4,7003,1.83,187.4,40.5,215.7,199,193.806,426501,23977,11745.8,1123,127.5,9.7,-0.03,196464,1.4,0.9,5,4.3
10/1/17,271236,4.1,13503.5,3.6,4.32,105.6287,7.4,1256,62.7,1.1755,1.96,100.7,1.75,194.9,2109.91,18.336,14187.8,2.4,77.2684,11939.9911,17228.4,231603,15122.9,6380,102.16058,1277708,1118,199.4,1898460,2.36,7.4,62.7,1.96,4.25,1.24,147215,60.1,7029,1.86,188,40.5,211.5,199.4,194.772,426933,24361,11787,1316,129.1,5.1,-0.07,196653,0.9,3.8,4.5,4.7
11/1/17,280492,4.2,13593.7,3.57,4.27,106.193,7,1300,62.7,1.1743,1.92,98.5,1.75,195.9,2105.4603,17.892,14202.8,2.5,77.6484,11991.7296,17297.5,236004,15166.3,6282,94.4896,1300051,1065.4,201.3,1909274,2.35,7,62.7,1.92,4.25,1.22,147411,60.1,7072,1.85,188.9,40.5,208.8,201.3,195.856,431158,23783,11804.1,1042,130.4,12.8,-0.1,198080,1.4,5.3,3.7,5.5
12/1/17,268456,4.1,13690.9,3.51,4.22,106.536,6.6,1199,62.7,1.1836,1.82,95.9,2,196.3,2105.8431,17.729,14227,2.7,77.8571,12073.7629,17361,241358,15214.1,6359,111.49722,1313781,1009.6,201.4,1916577,2.4,6.6,62.7,1.82,4.4,1.11,147590,60.1,7104,1.9,195.6,40.6,212.9,201.4,197.035,433282,27777,11814.7,962,131.3,3.7,-0.03,198760,0.6,4.2,3,8.4
1/1/18,298447,4,13716.5,3.55,4.26,106.2655,7.5,1314,62.7,1.2197,1.68,95.7,2,197.9,2110.776,17.55,14342.7,2.7,77.6079,12018.847,17478.1,231783,15387.7,6601,123.65156,1348653,1153.9,202,1927142,2.58,7.5,62.7,1.68,4.5,0.97,147671,60.2,7107,2.04,201.4,40.3,217.6,202,198.173,432148,24145,11818.7,1118,130,6.6,0,197608,-0.5,5,4.1,4
2/1/18,284043,4.1,13738.4,3.82,4.51,106.6419,7.8,1288,63,1.234,1.65,99.7,2,199.3,2113.8694,17.57,14379.4,2.7,77.8178,11988.9918,17548.9,242175,15461.3,6586,94.00742,1373812,1204.1,202.7,1939037,2.86,7.8,63,1.65,4.5,0.96,148049,60.4,7194,2.1,206.6,40.2,222.1,202.7,199.125,434106,24068,11835.6,1106,132.3,0.6,0,198058,0.6,2.4,2.7,5.4
3/1/18,289219,4,13811.8,3.87,4.64,107.2519,7.8,1335,62.9,1.2334,1.8,101.4,2.25,199.3,2127.1115,17.715,14437.8,2.8,78.1856,12075.5953,17618.7,246424,15539.9,6833,136.33432,1358387,1208.5,202.9,1939353,2.84,7.8,62.9,1.8,4.58,1.03,148244,60.4,7203,2.09,212.1,40.1,227.5,202.9,200.087,433232,27766,11835.6,1188,133,2.3,0,197731,0.1,2.5,3.2,5.8
4/1/18,286241,4,13875.8,3.85,4.67,108.2223,7.7,1269,62.9,1.227,1.8,98.8,2.25,200.3,2168.1849,17.806,14471.5,2.7,78.8045,12120.1259,17673.1,244315,15609.1,6910,108.21374,1362805,1209.6,202.9,1944369,2.87,7.7,62.9,1.8,4.75,0.98,148397,60.4,7224,2.13,215.9,39.9,234.1,202.9,200.925,435610,25987,11831.2,1192,133.3,1.8,-0.07,197792,0.5,3.5,5.3,10.5
5/1/18,294713,3.8,13953.7,4,4.83,107.3639,7.7,1334,62.9,1.1823,1.85,98,2.25,203.2,2172.4641,17.721,14512.2,2.8,78.0794,12081.3239,17747.2,246483,15687.7,6987,124.93665,1362246,1206.2,204,1948648,2.98,7.7,62.9,1.85,4.75,1.02,148667,60.5,7263,2.14,216.6,39.7,239,204,201.75,439996,27820,11857.8,1234,133.9,4.4,-0.1,199660,1.6,2.7,3.4,10.4
6/1/18,294371,4,13990.1,3.96,4.83,108.1707,7.9,1190,63,1.1679,1.92,98.2,2.5,204.2,2189.1614,17.661,14557.1,3,78.5531,12145.5357,17830.5,247803,15760.8,7271,108.6274,1341076,1238.2,204.3,1951376,2.91,7.9,63,1.92,4.89,1.05,148881,60.5,7279,2.12,217.1,39.7,242.5,204.3,202.559,438191,27818,11887.5,1269,134.7,7.2,-0.03,198936,0,5,6.5,11.1
7/1/18,291297,3.8,14048.3,3.87,4.79,108.652,7.9,1195,63,1.1685,1.9,97.9,2.5,204.3,2203.542,17.41,14609.9,2.9,78.7794,12191.8379,17926.2,241933,15833.5,7209,133.08626,1333714,1247.3,204.6,1961141,2.89,7.9,63,1.9,5,0.98,149030,60.6,7303,2.12,219,39.7,244.3,204.6,203.135,440703,27696,11913.9,1256,134.1,1.6,0,200108,0.2,3.2,4.7,7.2
8/1/18,293192,3.8,14102.2,3.88,4.77,109.5246,7.8,1280,62.7,1.1547,1.88,96.2,2.5,203.4,2208.0386,17.324,14649.7,3,79.281,12217.9073,17994.8,252267,15889.2,7204,99.13562,1332656,1244.8,204.8,1972490,2.89,7.8,62.7,1.88,5,0.99,149259,60.3,7332,2.1,220,39.7,244.8,204.8,203.875,439278,27881,11908.6,1329,134.2,5.7,0.03,199381,0.4,2.2,3,5.8
9/1/18,289544,3.7,14108.3,3.98,4.88,109.6749,7.9,1246,62.7,1.1667,1.88,100.1,2.75,203.6,2220.704,17.812,14638.2,2.7,79.2538,12243.2057,18008.6,256401,15905.5,7352,102.6602,1316355,1251.6,205.1,1979006,3,7.9,62.7,1.88,5.03,0.98,149364,60.4,7355,2.12,221.3,39.6,244.7,205.1,204.396,438985,25229,11889.9,1345,135.1,3.7,-0.07,198412,0.3,5.7,5.1,7.7
10/1/18,284486,3.8,14193.8,4.14,5.07,109.9165,7.6,1207,62.8,1.1488,1.92,98.6,2.75,204.6,2242.6294,18.155,14670.6,2.9,79.2889,12294.9252,18052.6,245516,15963.5,7295,111.51256,1301777,1218.3,206.7,1991668,3.15,7.6,62.8,1.92,5.25,0.99,149576,60.5,7379,2.11,218.2,39.5,244.1,206.7,204.995,444038,25858,11902.5,1350,136.1,4.6,-0.07,200084,0.4,3.6,5.8,11.6
11/1/18,288942,3.8,14249.7,4.22,5.22,110.5067,7.4,1204,62.9,1.1364,2.1,97.5,2.75,202.3,2269.6999,17.854,14688.9,2.8,79.5725,12336.5061,18080.5,244910,15994.6,7574,130.22386,1287767,1189.6,205.2,1992174,3.12,7.4,62.9,2.1,5.25,1.1,149668,60.5,7386,2.01,221,39.7,246.7,205.2,205.441,445242,25062,11923.9,1348,136.4,7.8,-0.07,200526,-0.7,1.8,5.3,8
12/1/18,298230,3.9,14130.8,4.02,5.13,110.5516,9.1,1117,63,1.138,2.3,98.3,3,201,2304.1564,17.962,14837.3,2.7,79.4625,12517.0865,18262.7,250029,16165.8,7436,166.2868,1289604,1475.7,203.8,2008785,2.83,9.1,63,2.3,5.35,1.19,149908,60.5,7416,1.81,222.3,39.8,245.8,203.8,205.853,434803,28544,11964.3,1357,134.9,-2.1,0.07,196676,-1.2,2.4,8,19.2
1/1/19,278477,4,14223.7,3.93,5.12,110.1185,8.5,1272,63.1,1.1418,2.41,91.2,3,199.1,2328.1491,17.312,14840.9,2.7,79.0046,12477.7167,18303.5,250492,16157,7478,201.032,1314616,1370.5,202.5,2023107,2.71,8.5,63.1,2.41,5.5,1.22,150145,60.7,7446,1.79,211.7,39.7,240.4,202.5,206.222,440751,24924,12011.6,1374,135.6,2.4,0.13,199145,0.3,1.8,5.4,2.3
2/1/19,296038,3.8,14236.1,3.79,4.95,109.5631,8.6,1137,63.1,1.1349,2.27,93.8,3,199.2,2336.63,17.107,14864.1,2.6,78.4584,12488.7126,18370,242267,16201.6,7058,106.90066,1324229,1400.7,203.6,2032895,2.68,8.6,63.1,2.27,5.5,1.11,150095,60.7,7415,1.88,209.7,39.6,235.7,203.6,206.616,439996,24992,11976.6,1383,135.2,5.4,0.17,198691,0.3,2.8,4.2,5
3/1/19,300404,3.8,14370,3.77,4.84,109.6811,8,1203,63.1,1.1296,2.27,98.4,3,200.8,2345.6263,17.838,14855.7,2.5,78.3986,12623.5035,18426.7,252004,16229.5,7332,140.24738,1337504,1292.3,205.6,2032499,2.57,8,63.1,2.27,5.5,1.2,150263,60.7,7439,1.91,192.4,39.3,238.6,205.6,207.305,447167,28567,11990.5,1331,136.5,3.8,0.13,200797,1.1,2.7,3.3,3.6
4/1/19,293665,3.7,14443.2,3.69,4.7,108.9888,7.5,1267,62.9,1.1234,2.17,97.2,3,202.1,2337.4769,17.164,14817.2,2.5,77.7643,12664.9817,18459.1,240268,16240.3,7257,98.73669,1356014,1226,207.2,2042304,2.53,7.5,62.9,2.17,5.5,1.16,150482,60.6,7471,1.94,189.7,39.1,234,207.2,208.019,448709,27052,12013.8,1169,137.1,2.5,0,200656,-0.2,2.1,0.7,8.5
5/1/19,289529,3.7,14493,3.67,4.63,109.2264,7.3,1268,62.9,1.1187,2.23,100,3,201.7,2336.7475,17.869,14809.6,2.9,77.7954,12652.2846,18474.2,236720,16248.4,7279,122.53876,1352895,1180.4,206.7,2048006,2.4,7.3,62.9,2.23,5.5,1.27,150545,60.6,7478,1.83,195.4,39,229.8,206.7,208.726,449552,29627,12019.7,1272,137.4,5.5,-0.07,201225,0.3,4.2,4.7,5.8
6/1/19,287334,3.6,14555.8,3.42,4.46,109.2774,7.1,1235,62.9,1.1295,2.39,98.2,3,200.3,2340.3341,17.749,14826.8,2.7,77.6947,12756.2961,18509.4,236884,16286.5,7165,150.11678,1354080,1152,205.5,2046112,2.07,7.1,62.9,2.39,5.5,1.35,150720,60.7,7499,1.7,185.7,39,222.5,205.5,209.219,450927,29112,12026.5,1285,136.9,6.5,-0.03,201983,0,3.2,5.2,11.4
7/1/19,281692,3.6,14611.9,3.29,4.28,109.0852,7,1212,63.1,1.1211,2.22,98.4,3,200.7,2348.4458,17.534,14840.3,2.6,77.424,12796.0755,18531.1,242842,16330,7137,149.9729,1366042,1141.6,206,2051283,2.06,7,63.1,2.22,5.5,1.23,150913,60.8,7503,1.75,176.6,39,216.9,206,209.664,454012,29069,12034.3,1283,137.7,3,0.03,202968,0.2,2.1,3.8,3.3
8/1/19,288026,3.7,14650.9,2.98,3.87,109.8543,7.3,1377,63.2,1.1129,2.24,89.8,2.75,199.2,2363.3328,17.607,14912.4,2.7,77.8366,12853.9896,18616.6,244018,16420.2,7150,190.46324,1378956,1194.5,205.4,2048281,1.63,7.3,63.2,2.24,5.25,1.35,151108,60.8,7506,1.59,162.3,39,217.8,205.4,210.374,456500,29623,12071.1,1277,139,7.6,0.07,203747,0,3.1,6.2,3.3
9/1/19,289848,3.5,14673.2,3.03,3.91,109.4725,7.3,1274,63.1,1.1011,2.21,93.2,2.5,198.4,2362.6472,17.65,14933.6,2.8,77.4346,12937.9967,18645.1,241713,16451.2,7100,134.36179,1393304,1205.5,205.1,2046019,1.7,7.3,63.1,2.21,5.15,1.33,151329,60.9,7524,1.59,146.6,38.9,212.3,205.1,210.959,452849,26720,12116,1255,137.2,0.6,0,202160,-0.4,4.3,3.5,1.8
10/1/19,295747,3.6,14728.5,3.01,3.92,109.027,7.2,1340,63.2,1.1058,2.21,95.5,2.25,198.6,2361.6878,17.283,14936.2,2.5,76.9891,13054.3698,18693.6,241557,16485.6,7340,118.48822,1386826,1181.6,206.4,2046391,1.71,7.2,63.2,2.21,4.99,1.3,151524,60.9,7544,1.56,140.1,38.9,206.4,206.4,211.552,455486,27595,12165.9,1207,136.8,1.4,-0.03,202463,-0.2,5.8,4.2,5.7
11/1/19,290562,3.6,14752.8,3.06,3.94,110.0388,7.5,1371,63.2,1.1051,2.13,96.8,2.25,199,2366.7804,17.447,14997.2,2.5,77.5723,13219.8703,18788.3,235237,16565.4,6915,131.7507,1405510,1236,207.3,2042913,1.81,7.5,63.2,2.13,4.75,1.25,151758,61,7546,1.64,137.4,38.9,205.1,207.3,212.395,457658,27221,12192.8,1208,137.3,1.3,-0.07,202646,0.5,6.4,4.6,2
12/1/19,312764,3.6,14796.3,3.01,3.88,109.6527,7.2,1587,63.3,1.1114,2.02,99.3,2.25,199,2363.0527,17.298,14960.2,2.3,77.1697,13350.2481,18800.5,241852,16567.8,6730,143.46724,1410267,1193.7,207.5,2042950,1.86,7.2,63.3,2.02,4.75,1.15,151919,61,7557,1.72,140.3,38.9,207.3,207.5,213.391,458055,29811,12210.3,1233,136.9,2.4,0,202888,0,4.5,2.7,10.2
1/1/20,282488,3.5,14880.5,2.94,3.77,109.1845,7.6,1617,63.4,1.1098,2.01,99.8,2.25,199.3,2359.0658,17.32,15070.2,2.5,76.8754,13323.106,18973.3,241417,16714.4,7154,131.39111,1437719,1266.3,207.7,2035954,1.76,7.6,63.4,2.01,4.75,1.18,152234,61.1,7615,1.72,139.2,38.8,212.1,207.7,214.401,460586,27018,12246.7,1285,137,5.5,0,203694,0.4,1.8,1.1,-2.2
2/1/20,299878,3.5,14877.4,2.78,3.61,109.2966,8.3,1567,63.3,1.0911,2.11,101,2.25,196.7,2359.5612,17.224,15162.6,2.4,76.9258,13362.9592,19116.2,246195,16831.3,7012,160.51564,1441145,1388.9,206.5,2025018,1.5,8.3,63.3,2.11,4.75,1.28,152523,61.1,7648,1.62,142.7,38.7,209.1,206.5,215.39,459610,,12308.1,1307,136.4,4.2,0,203153,-0.5,2.5,2.9,0.5
3/1/20,254676,4.4,13878.5,3.02,4.29,104.5221,12.9,1269,62.6,1.1046,3.42,89.1,0.25,193.1,2576.3229,11.75,14949.3,2.2,73.5576,13908.6105,18763.5,205020,16550.1,5769,283.14722,1436727,2130.7,202.2,2023037,0.87,12.9,62.6,3.42,3.78,2.15,150840,59.9,7557,0.99,137.4,38.7,210.6,202.2,216.743,434467,,11676.3,1042,97.3,-0.3,0.3,186284,-5.3,5.3,40.4,30.6
4/1/20,236454,14.8,12112.1,2.43,4.13,91.2658,33.7,934,60.2,1.0871,3.47,71.8,0.25,185.5,2937.6143,9.062,17287.1,2.1,64.2366,14737.3571,21093.1,167502,19035.9,4630,268.61639,1387936,6413.7,196.4,1994323,0.66,33.7,60.2,3.47,3.25,1.77,130161,51.3,6535,1.1,141.1,39,204.7,196.4,217.573,380193,,6333.4,837,60.5,-74.7,4,160083,-14.5,4.2,41.2,202.5
5/1/20,300969,13.3,13165.4,2.5,3.95,92.0613,24.7,1038,60.8,1.0907,3.28,72.3,0.25,188.6,3040.007,12.412,16453.5,3.2,64.8113,15251.593,20246.1,192605,18147.1,5447,350.45984,1369363,4489.1,200.4,1948787,0.67,24.7,60.8,3.28,3.25,1.83,132994,52.8,7004,1.12,144.6,39,203.5,200.4,217.854,444897,,7832.5,883,61.7,-42.8,7.27,189238,8.5,-1.9,4.6,207.3
6/1/20,371812,11.1,14014.6,2.44,3.64,97.8019,19,1265,61.4,1.1259,2.91,78.1,0.25,191.2,2926.3054,13.36,16149.8,3,68.8723,15483.8548,20032.7,207474,17899.5,6112,231.25978,1383647,3409.7,201.2,1928870,0.73,19,61.4,2.91,3.25,1.71,137840,54.6,7171,1.27,145.9,38.8,203.5,201.2,218.426,476347,,9310.9,1016,65.2,-9.8,9.5,204779,8.7,-1.3,-16.3,9.8
7/1/20,551657,10.2,14224.7,2.14,3.31,101.9086,18.4,1487,61.5,1.1488,2.69,72.5,0.25,193,2858.6592,15.002,16203.6,3,71.7855,15513.6626,20173.9,231914,18008.6,6717,305.96353,1398952,3305.7,202.1,1930346,0.62,18.4,61.5,2.69,3.25,1.52,139566,55.2,7197,1.46,145.5,38.6,200.9,202.1,219.877,481627,,9842.5,1184,71.3,-3.3,8,206607,3.6,2.6,-9.3,-2.9
8/1/20,476532,8.4,14397.2,2.25,3.27,102.8885,14.6,1373,61.7,1.1831,2.62,74.1,0.25,194.3,2812.1117,15.54,15635.9,3.1,72.4964,15540.1544,19624.3,232933,17430.4,6451,224.42636,1426884,2551.9,202.4,1936546,0.65,14.6,61.7,2.62,3.25,1.6,141149,56.5,7223,1.66,139.9,38.5,200.4,202.4,222.69,483716,,9947.8,1155,75.9,-7.9,6.37,207562,0.9,0.1,-5.6,-1.9
9/1/20,432199,7.8,14582.7,2.31,3.36,102.8028,14.1,1437,61.4,1.1785,2.68,80.4,0.25,195.5,2756.2878,16.733,15714.8,2.6,72.4544,15665.9643,19762.2,237786,17546.8,6611,218.05827,1423963,2466.7,202.9,1950578,0.68,14.1,61.4,2.68,3.25,1.63,141865,56.6,7256,1.66,139.1,38.4,205.2,202.9,225.82,493327,,10187.1,1235,87.3,-3.5,5.3,211236,0.8,-0.9,-5.6,-9
10/1/20,408164,6.9,14627.1,2.35,3.44,103.8958,13.1,1530,61.6,1.1768,2.65,81.8,0.25,196.5,2696.5895,16.838,15574.4,2.6,73.2399,15759.9997,19628.7,242098,17395.7,6873,249.17361,1458989,2280.3,203.9,1965915,0.79,13.1,61.6,2.65,3.25,1.56,142545,57.4,7329,1.7,139.8,38.4,207.4,203.9,229.309,493991,,10386.8,1225,86.9,-2.4,4.2,211178,1.2,-0.4,-7.1,-4.8
11/1/20,391133,6.7,14532.8,2.3,3.3,104.8319,12.5,1553,61.5,1.1826,2.43,76.9,0.25,198.3,2649.0571,16.192,15349.3,2.8,73.9102,15990.7588,19386.3,245247,17144.6,6766,246.70712,1479555,2136.4,204.5,1977435,0.87,12.5,61.5,2.43,3.25,1.43,142809,57.4,7353,1.71,142,38.4,211.1,204.5,232.56,488652,,10362,1261,92.2,-1.6,3.63,207944,0.1,-3.3,-4.7,-26.1
12/1/20,343688,6.7,14451.1,2.26,3.16,105.8997,13.5,1670,61.5,1.2168,2.23,80.7,0.25,200.6,2617.1985,16.687,15377.5,2.5,74.6682,16215.0413,19491.3,248307,17239,6752,246.12613,1510387,2325.3,206.2,1991868,0.93,13.5,61.5,2.23,3.25,1.33,142503,57.4,7400,1.92,142.8,38.4,226.6,206.2,235.442,484782,,9996.9,1478,92.6,-3.2,3.23,204914,0.9,-2.2,-3.3,-22.1
1/1/21,489487,6.3,14939.1,2.45,3.24,106.8853,19.8,1642,61.4,1.2178,2.16,79,0.25,204.3,2582.0323,17.261,17079.4,3,75.3393,16225.9003,21462.2,257242,19210.5,7099,207.91243,1528954,3801.3,208.4,2000713,1.08,19.8,61.4,2.16,3.25,1.37,142736,57.5,7412,2.08,143.5,38.2,245.1,208.4,238.421,520162,,10019,1404,96.3,-7.8,3.03,219831,4.5,4.3,-1.7,-22.7
2/1/21,425625,6.2,14790.1,2.7,3.42,104.0838,13.6,1457,61.4,1.2094,2.16,76.8,0.25,208.5,2601.664,16.214,15681,3.3,73.356,16358.3878,19945.6,254082,17678.2,7367,151.96329,1516927,2410.4,211.6,2010814,1.26,13.6,61.4,2.16,3.25,1.44,143204,57.6,7356,2.18,163.1,38,255.2,211.6,241.13,504548,,10328.4,1390,,-0.3,2.87,212757,-1.9,-5.7,1.8,39.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.5,2.13,3.25,1.43,144120,57.8,7466,2.28,171.7,37.8,289.6,214.3,,551625,,10504.2,,,7.4,2.33,232049,,-3.4,0.8,4.8
