Label,deathrate,percent change in gdp,percent change in commercial and industrial loans,nonfarm labor share,deliquency rate of comm and ind loans,civ unemply rate,M1V,births,aaa,baa,tr10 ,CPI gr prev prd,rg priv dom invet chng precd perd,real dis per income cfpp,caputz index,deposits combanks,GPDI,NFB R output ph,Manuf real output,real imports GS pcfpp,real exports GS pcfpp,net dom invest priv busin,real GPDI fixed equip,chng real priv inventories,RGDP,IP index,NROU,CAPUTL,LLBAC,population
10/1/17,216,6.7,3.6,100.989,1.21,4.174430952,5.512,245,3.559230159,4.268571429,2.37,0.37062964,6.3,2.3,77.5913,3.6,3446.266,105.282,1.2,13.1,11.5,537.53,14.1,25.302,18359.432,106.1192,4.60494037,77.5913,4.2,325963
1/1/18,214,6.2,1.2,100.581,1.1,4.113635696,5.533,248,3.745847953,4.468379282,2.76,0.88611838,11,5.2,77.8704,1.2,3555.014,105.766,1.5,0.3,2.7,607.417,10.1,47.267,18530.483,106.7198,4.59678453,77.8704,3.4,326325
4/1/18,231,6.3,6.9,99.779,1.06,3.982698674,5.634,264,3.932142857,4.776421356,2.92,1.03307557,-1.1,3.6,78.479,2.7,3580.926,105.963,1.7,-0.1,1.9,598.395,2.4,-4.943,18654.383,107.919,4.58824423,78.479,4.3,326703
7/1/18,231,3.8,6.9,100.37,0.99,3.819798057,5.634,252,3.911541571,4.813257056,2.926666667,0.32726757,10.2,3.3,79.1048,3.5,3671.718,106.282,3.4,8,-5.2,661.915,6.1,79.085,18752.355,109.2838,4.57918286,79.1048,4.6,327167
10/1/18,222,3.3,10.9,100.278,0.97,3.834626733,5.6,249,4.125370328,5.141257056,3.033333333,-0.0574947,3.9,2.8,79.4413,3.4,3723.856,106.4,2.5,4.1,2.8,696.609,9.6,92.252,18813.923,110.3249,4.56948834,79.4413,5.5,327602
1/1/19,219,4,9.4,101.468,1.15,3.890323184,5.604,260,3.830952381,4.967694236,2.653333333,0.33511603,3.9,3.3,78.6205,4.4,3772.798,107.414,1.6,-2.1,1.8,710.76,2,101.749,18950.347,109.7876,4.55910735,78.6205,5.5,327923
4/1/19,241,4.1,0.6,100.537,1.05,3.668989372,5.633,255,3.596617605,4.597338384,2.333333333,1.19851323,-5.8,-1,77.7515,6.1,3739.658,107.927,0.1,1.7,-4.5,648.634,-3.8,49.435,19020.599,109.1642,4.54807232,77.7515,3.1,328270
7/1/19,233,4,4.3,100.132,1.12,3.700319199,5.582,252,3.100818182,4.022409091,1.796666667,0.27416601,1.8,2.1,77.565,5.7,3759.796,108.054,-0.6,0.5,0.8,630.271,-1.7,44.049,19141.744,109.4707,4.53651839,77.565,4.7,328730
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
