DATE,births,UNRATE,PCE,AAA,BAA,INDPRO,PSAVERT,HOUST,CIVPART,EXUSEU,BAA10YM,UMCSENT,PPIACO,BUSLOANS,TOTALSA,DSPIC96,MICH,TCU,DPSACBM027NBOG,PI,DGORDER,DSPI,JTSJOL,USEPUINDXM,TTLCONS,PMSAVE,WPSFD49207,BUSINV
5/1/05,-0.128579705,0.148380708,-0.108937625,-0.180875807,-0.180375828,-0.096735118,-0.03065763,0.049215509,0,-0.0098841,0.159191068,-0.053542011,-0.148769318,-0.08582656,0.114661726,-0.121686586,0.066183833,-0.055740619,-0.090546707,-0.120111569,-0.054906141,-0.121042009,-0.196358094,-0.054714346,-0.135760699,-0.117810921,-0.149645965,-0.083546393
6/1/05,-0.060592493,0.112451519,-0.090233535,-0.274494721,-0.259011073,-0.073475463,-0.230849625,0.064162673,0,-0.120773055,0.149738803,0.173182432,-0.148769318,-0.080100386,0.338408026,-0.114468574,0.066183833,0.009649738,-0.075713769,-0.114296947,-0.033282553,-0.115763461,-0.112709904,0.004727401,-0.101964145,-0.255023029,-0.149645965,-0.084095795
7/1/05,-0.090807435,0.112451519,-0.06572474,-0.227236925,-0.213112298,-0.092744442,-0.359242684,0.059305146,0,-0.143182903,0.061134479,0.18465974,-0.118673969,-0.067047529,0.496715765,-0.113609508,-0.066183833,-0.103142505,-0.075201392,-0.105418414,-0.130476856,-0.107070344,-0.047676794,-0.080680868,-0.065577459,-0.366219251,-0.122747063,-0.09224657
8/1/05,-0.104365515,0.075532001,-0.065041823,-0.212158468,-0.207767694,-0.076034671,-0.279121836,0.073502855,0.155421742,-0.092694193,-0.010228168,0.002557305,-0.098706326,-0.061432958,0.115658669,-0.109367476,0,-0.067889288,-0.058353569,-0.09566088,-0.066201205,-0.096759948,-0.08616467,-0.141669422,-0.037455713,-0.291487741,-0.090181944,-0.085543818
9/1/05,-0.298898275,0.112451519,-0.052434119,-0.191462461,-0.169125612,-0.18552402,-0.279121836,0.092738482,0,-0.104996496,0.120841763,-0.281019515,-0.026311087,-0.056874502,-0.010404879,-0.120679773,0.477249868,-0.425866545,-0.048077255,-0.084032506,-0.071514029,-0.084597046,-0.014899059,0.236591407,0.016820165,-0.286346288,-0.025971353,-0.074390012
10/1/05,0.176735085,0.112451519,-0.042764738,-0.068140425,-0.006233219,-0.114076195,-0.177793833,0.063122563,0,-0.146872686,0.13055866,-0.328617959,0.037445422,-0.044647136,-0.356240507,-0.096285447,0.493790335,-0.270922036,-0.042968361,-0.067760363,-0.034042088,-0.066870854,-0.072060707,0.028271136,0.051616057,-0.202733722,0.018186504,-0.061870882
11/1/05,0.088547551,0.112451519,-0.039939466,-0.026774499,0.049738225,-0.052781845,-0.03065763,0.091371321,-0.155421742,-0.190911283,0.140192864,-0.182378028,-0.002393639,-0.037254698,-0.113664024,-0.067981831,0.13055866,-0.073815778,-0.032261662,-0.056177601,0.035254534,-0.054315846,-0.050396752,-0.029740097,0.082894267,-0.092708998,-0.028564248,-0.048099945
12/1/05,0.168118939,0.075532001,-0.032546605,-0.056377471,0.006233219,-0.014162941,0,0.038394919,-0.155421742,-0.177556347,0.140192864,0.063660453,-0.013561425,-0.024957716,0.053688263,-0.049722351,0,0.049551503,-0.016244448,-0.045992062,0.040139172,-0.043479869,-0.038822121,0.055839467,0.117241956,-0.048760215,-0.005197798,-0.028583601
1/1/06,0.010616918,0,-0.011050479,-0.103028559,-0.043547469,-0.006749211,0.177793833,0.133820579,-0.155421742,-0.126515878,0.111047906,0.056075157,0.007180573,-0.013453547,0.266216313,-0.014203797,-0.066183833,0.045901408,-0.01237018,-0.013670644,-0.036345456,-0.012270566,0.00051388,0.072191838,0.14643955,0.099852149,0.018186504,-0.015353175
2/1/06,0.118970301,0.037937144,-0.00381917,-0.068140425,-0.024917669,-0.006487492,0.177793833,0.08177094,0,-0.16263532,-0.010228168,-0.058606013,-0.032676643,-0.004654148,0.027035027,-0.001631858,-0.066183833,0.013134593,-0.007145033,-0.004130499,0.028901775,-0.003761219,-0.024137621,-0.022739664,0.172333573,0.114288416,-0.028564248,-0.009631917
3/1/06,0.080069228,0,0.00381917,0.038642729,0.062082017,0.006487492,0.177793833,0.029647502,0.155421742,-0.145708963,-0.020449615,-0.002557305,-0.026311087,0.004654148,-0.001821054,0.004927458,-0.066183833,0.031075704,0.007145033,0.004130499,0.076178903,0.003761219,0.113696004,-0.143960066,0.171133389,0.117056908,-0.012992565,0.009631917
4/1/06,0.0876667,0,0.016394195,0.212158468,0.218410135,0.031769549,0.091252957,-0.022288423,0,-0.097142327,-0.020449615,-0.040845533,0.007180573,0.019484097,0.041548838,0.003167699,0.13055866,0.096635297,0.028567032,0.013151368,-0.003824007,0.011797936,0.132609254,0.080654504,0.140257957,0.053712292,0.020782371,0.021557613
5/1/06,0.075005682,-0.037937144,0.026000061,0.265430479,0.25411615,0.025410398,0.03065763,0.020184322,0,0.004682314,-0.071222408,-0.237160354,0.031085974,0.036035533,-0.061668381,0.001631858,0.433192799,0.033413357,0.026622006,0.016924205,0.003824007,0.016179789,0.023111663,-0.049929668,0.106151396,0.002102453,0.020782371,0.043452638
6/1/06,0.030609324,-0.037937144,0.032118354,0.237066723,0.26863989,0.049623437,0.091252957,-0.028947033,0.155421742,-0.017371492,-0.040845533,-0.103655538,0.035856393,0.050158995,-0.017424605,0.010365957,0.13055866,0.089112721,0.033155156,0.02608971,0.038360703,0.026588617,0.074418284,0.076801324,0.082999064,0.06021532,0.041508383,0.061579558
7/1/06,0.047736955,0,0.051534764,0.217228161,0.259011073,0.047309799,-0.091252957,-0.051654105,0,-0.013212417,-0.040845533,-0.108588102,0.046966171,0.060856808,0.174801813,0.007454936,0.066183833,0.0352132,0.033736629,0.030719396,-0.036638874,0.032440087,-0.00051388,0.092154568,0.043485273,-0.092964658,0.031155932,0.069047329
8/1/06,0.05023731,0,0.051345392,0.125855216,0.169125612,0.072004655,0,-0.08177094,0.155421742,0.013628396,0,-0.173182432,0.064347073,0.080278287,-0.130025333,0.006399185,0.378327495,0.085493741,0.039789944,0.036000419,-0.030390125,0.038605453,0.10644795,-0.021609194,0.009689331,-0.031766105,0.059553444,0.083712809
9/1/06,-0.02550523,-0.075532001,0.05912316,0.026774499,0.074365688,0.059248685,-0.03065763,-0.057568111,0,-0.004682314,0,-0.091252957,0.024718584,0.079293333,0.001821054,0.029155532,0,-0.018613189,0.053161688,0.044047496,0.122767509,0.046512434,0.11533787,-0.104274425,-0.018926652,-0.036479303,0.010394714,0.0913341
10/1/06,-0.081925138,-0.112451519,0.063486877,0.026774499,0.068232099,0.055646862,-0.03065763,-0.135475498,0.155421742,-0.02651417,-0.020449615,0.115954091,-0.026311087,0.08832569,-0.026515897,0.0475945,0,-0.088432798,0.077262384,0.050822789,0.011080038,0.052313575,0.066662421,-0.154413099,-0.054951856,-0.029145693,-0.028564248,0.098741871
11/1/06,-0.134595476,-0.075532001,0.06513603,-0.079843268,-0.068232099,0.049592517,0.091252957,-0.109051816,0.288144601,0.029835575,-0.111047906,0.078758309,0.011966473,0.096018665,-0.080101028,0.061540653,-0.066183833,-0.166600808,0.090801153,0.061162785,0.06116759,0.061482467,0.084825914,-0.167161531,-0.05820289,0.058136032,0.005197798,0.106705566
12/1/06,0.291030153,-0.112451519,0.085948961,-0.085668997,-0.055916901,0.114201679,0.03065763,-0.082114688,0.38493033,0.094919793,-0.051006679,0.068704518,0.02790317,0.107107797,0.036370676,0.075316524,-0.13055866,0.031865576,0.10707955,0.078351282,0.089058217,0.077672694,0.076436952,-0.15569068,-0.019903683,0.013400678,0.033746297,0.108544212
1/1/07,-0.095253119,-0.037937144,0.096941223,-0.038642729,0.018693573,0.081826775,0,-0.162236232,0.38493033,0.05157027,-0.13055866,0.193715662,0.002393639,0.115740316,-0.018464157,0.078676258,-0.066183833,-0.156605878,0.109721141,0.090793029,0.040470555,0.08738894,0.123841651,0.069938529,-0.012831246,0.00105123,0.028564248,0.114473004
2/1/07,0.027351683,-0.075532001,0.103989424,-0.044564628,-0.018693573,0.14354824,0.120841763,-0.139107405,0.288144601,0.069465307,-0.149738803,0.058606013,0.046966171,0.12669222,0.052399021,0.092304759,-0.066183833,0.034802772,0.11434226,0.106504201,0.048885266,0.102402082,0.10280987,-0.23503765,-0.009689331,0.114288416,0.074924232,0.123197867
3/1/07,0.008499468,-0.112451519,0.112791934,-0.097262864,-0.024917669,0.156606115,0.204870774,-0.134151763,0.155421742,0.103187652,0,-0.015340152,0.086285444,0.135927703,-0.13493872,0.104587328,-0.066183833,0.032055126,0.125214753,0.121267987,0.096137819,0.117450053,0.186684745,-0.063744473,0.011709819,0.206826407,0.110311228,0.125368785
4/1/07,-0.008499468,-0.075532001,0.119783543,0.002977154,0.049738225,0.197473923,0.149738803,-0.13580618,-0.288144601,0.155748266,-0.010228168,-0.048469262,0.118673969,0.145052685,-0.090775486,0.10430928,0.13055866,0.152095143,0.145857056,0.125932062,0.108641526,0.121800126,0.099494734,-0.16740452,0.022879065,0.154887862,0.139942906,0.136241309
5/1/07,0.060856932,-0.112451519,0.127868445,0.002977154,0.049738225,0.200237929,0.091252957,-0.160303748,-0.155421742,0.15670796,-0.071222408,-0.017895251,0.147284703,0.160226303,-0.079081201,0.102144878,0.13055866,0.115857021,0.146071052,0.130397549,0.081598342,0.126461322,0.088839167,0.006500124,0.05371185,0.099343,0.156860106,0.14957305
6/1/07,0.071465835,-0.037937144,0.13148407,0.186188295,0.228862048,0.201837744,0.03065763,-0.149600809,-0.155421742,0.137916476,-0.111047906,-0.093741225,0.154684907,0.176299582,-0.19632408,0.096596025,0.191462461,0.079911985,0.143487308,0.132034896,0.085156884,0.12764415,0.154694086,-0.013872195,0.05909799,0.056055141,0.159252327,0.159279084
7/1/07,0.063532828,0,0.140986215,0.153771299,0.202377226,0.199721908,0,-0.179746282,-0.155421742,0.195673765,-0.061134479,0.035754512,0.17364478,0.19084849,-0.26940125,0.099605436,0.191462461,0.035560457,0.142664622,0.136101426,0.121955975,0.132870684,0.069025763,-0.208810088,0.036535063,0.023638855,0.185127108,0.16153619
8/1/07,0.040657438,-0.037937144,0.150844878,0.186188295,0.202377226,0.212254953,-0.091252957,-0.187266231,-0.38493033,0.177181979,0.25562794,-0.140192864,0.133824554,0.21136738,-0.149301959,0.102206762,0.066183833,0.067077074,0.158087606,0.137876772,0.122566201,0.135828984,0.051416134,0.208155035,0.04670917,-0.050324886,0.156860106,0.169158105
9/1/07,0.130848617,0,0.160537049,0.159261242,0.169125612,0.23346661,-0.03065763,-0.231553314,-0.155421742,0.228400035,0.32201644,-0.140192864,0.150251666,0.243493961,-0.111666371,0.110690691,0,0.146795482,0.173197711,0.149270392,0.076876788,0.148839387,0.087168082,0.335753037,0.045317462,-0.00105123,0.194323582,0.179603838
10/1/07,0.203118878,0,0.166889732,0.114491463,0.104735985,0.210200287,-0.091252957,-0.207540849,-0.38493033,0.281265315,0.230849625,-0.198200088,0.167855779,0.261388607,-0.130763719,0.105081505,0,0.034423882,0.203206354,0.151006761,0.091136606,0.151492967,0.08181013,0.212575384,0.028226931,-0.043539305,0.232006413,0.187413757
11/1/07,-0.014784022,0,0.182144181,-0.014882452,0.055916901,0.242254158,-0.149738803,-0.227474837,-0.155421742,0.344043336,0.416914948,-0.295859669,0.227742623,0.274593496,-0.155325677,0.100906659,0.191462461,0.178872469,0.226687319,0.159306387,0.093361944,0.159981555,0.085160696,0.350761753,-0.026933296,-0.114036443,0.294133261,0.200378052
12/1/07,0.288059579,0.13793373,0.178673415,0.024724757,0.229933742,0.202660352,-0.028471665,-0.259605095,-0.155421742,0.315906063,0.484373881,-0.300371437,0.22233626,0.278523711,-0.211472744,0.110961179,0.191462461,0.210880947,0.228870776,0.155217019,0.197974767,0.162918443,0.043339258,0.397009938,-0.092714819,0.027629828,0.262338842,0.197031395
1/1/08,-0.107897097,0.146169767,0.187242292,-0.101821442,0.140342713,0.165560016,0.031881372,-0.236685179,0.155421742,0.320848057,0.497403985,-0.236880604,0.251825138,0.282970995,-0.253050664,0.10806705,0.191462461,0.154123223,0.216177873,0.149413197,0.170110126,0.161006065,0.047901441,0.495448748,-0.126623176,0.083637085,0.283728796,0.193749719
2/1/08,-0.075648872,0.098706326,0.173759054,0.085137299,0.248963906,0.132686663,0.16153888,-0.220355633,-0.098706326,0.294691239,0.499778312,-0.347037374,0.266415088,0.274679543,-0.291370218,0.105726905,0.273372648,0.049096932,0.222850753,0.146581121,0.132520573,0.15372145,-0.110349986,0.394077405,-0.18767618,0.201137632,0.286766601,0.182025988
3/1/08,0.055371264,0.191462461,0.17392394,0.068298142,0.242855507,0.107176949,0.13055866,-0.229869657,0,0.365472274,0.499990741,-0.348830056,0.353246369,0.272785246,-0.377852982,0.107451929,0.454706339,-0.009149847,0.235915396,0.151500051,0.117841824,0.153702271,-0.148181469,0.416439394,-0.161546041,0.172379945,0.342979665,0.166051626
4/1/08,0.03176459,0.146169767,0.175980946,0.101821442,0.256350372,0.074692051,-0.066183833,-0.211245195,-0.191462461,0.372309218,0.499974531,-0.399234542,0.386216679,0.268188162,-0.443649732,0.103324855,0.477249868,-0.241623028,0.245210103,0.153084564,0.088188856,0.152494318,-0.232715397,0.348659945,-0.170072511,0.00243256,0.352668073,0.164294771
5/1/08,-0.023679672,0.309213047,0.184983286,0.111345764,0.232598081,0.049956876,0.499767371,-0.20505161,0,0.348464149,0.499704703,-0.414699787,0.417073133,0.25335244,-0.436373725,0.266330358,0.493790335,-0.365899956,0.238034011,0.242105819,0.087275065,0.264394358,-0.165534487,0.230696618,-0.168931068,0.499922072,0.385855523,0.16221915
6/1/08,-0.096872277,0.369705483,0.187997623,0.165882429,0.291963494,0.040245288,0.443327245,-0.170391253,0,0.329610145,0.497683203,-0.420829451,0.435578634,0.248003426,-0.443199912,0.169018764,0.498267046,-0.401723558,0.235409429,0.207354393,0.062155523,0.224572304,-0.307969444,0.169523695,-0.211992125,0.458898353,0.408608813,0.17808975
7/1/08,-0.121760428,0.415434278,0.191547128,0.117342059,0.330387129,0.004108989,0.266470549,-0.191014724,0,0.32672836,0.493866132,-0.356389966,0.460180452,0.237453794,-0.487115541,0.097305429,0.498976521,-0.456544774,0.201272398,0.195602382,-0.035929349,0.213400738,-0.333721943,0.291767429,-0.22334462,0.27446666,0.415493882,0.189581153
8/1/08,0.079643907,0.459940843,0.178547429,0.092343169,0.312067857,-0.091251648,0.063559463,-0.17589936,0,0.220383912,0.491660325,-0.336521882,0.425241792,0.212955046,-0.404722831,0.049515885,0.483937714,-0.498604255,0.176627865,0.168997388,-0.094884827,0.186168716,-0.355477505,0.175004618,-0.280243562,0.145156774,0.388879019,0.182971415
9/1/08,-0.110766553,0.459940843,0.146907501,0.090568508,0.345480692,-0.307403928,0.341344746,-0.16656384,-0.098706326,0.126404584,0.483085036,-0.219559161,0.394160633,0.208087866,-0.4528478,0.054980488,0.31834893,-0.499999999,0.195572198,0.16172279,-0.147097623,0.185179711,-0.446311694,0.48726969,-0.311946102,0.360095346,0.352565484,0.172498019
10/1/08,-0.19629095,0.487775527,0.114151808,0.383721591,0.495978665,-0.268706406,0.449118248,-0.175094518,-0.098706326,0.011691543,0.494745176,-0.343578962,0.244740923,0.228451521,-0.490900002,0.077403081,0.155421742,-0.499998935,0.206212525,0.140201376,-0.357838019,0.166195038,-0.422419044,0.486169318,-0.322190266,0.464542291,0.25112632,0.14572919
11/1/08,-0.215555758,0.495667552,0.07175376,0.333541226,0.498650102,-0.319390329,0.490184671,-0.20990967,-0.191462461,-0.051500348,0.481885131,-0.351654841,0.106318643,0.212945144,-0.488912228,0.115348307,-0.095774274,-0.499998496,0.192769133,0.102828863,-0.41667573,0.131479001,-0.445106186,0.397662065,-0.374348144,0.495570737,0.151489251,0.113952144
12/1/08,-0.417049284,0.499422975,0.038430008,-0.277634202,0.479790961,-0.407069807,0.484613665,-0.231473495,-0.273372648,0.032575889,0.464679266,-0.278670268,0.00732574,0.19655244,-0.480269121,0.075527605,-0.333901219,-0.499999999,0.213610104,0.059627202,-0.457096858,0.09233238,-0.445745526,0.362688871,-0.417371207,0.489039417,0.079259709,0.066485159
1/1/09,-0.184524987,0.499946688,0.049176738,-0.277634202,0.453984739,-0.450135689,0.459940843,-0.246493344,-0.445200708,-0.001391454,0.426497448,-0.228759374,0.000697451,0.181977771,-0.479860875,0.092956246,-0.241203063,-0.5,0.199086143,0.025780298,-0.490370626,0.099395379,-0.480905534,0.435624737,-0.425302914,0.475753412,0.082090136,0.025104682
2/1/09,-0.337858499,0.499988587,0.036192985,-0.157813865,0.423838264,-0.458350471,0.380715563,-0.225290058,-0.38493033,-0.054185096,0.389875299,-0.265553023,-0.028573539,0.163726691,-0.472174804,0.01701974,-0.301915996,-0.5,0.187014658,-0.005569014,-0.495039742,0.073815218,-0.465680643,0.453541589,-0.419293368,0.437924993,0.073575235,-0.028113797
3/1/09,-0.286118354,0.499747661,0.010645937,-0.012971446,0.446201768,-0.47388151,0.438032097,-0.247791224,-0.464069681,-0.024771306,0.407817359,-0.232709036,-0.045656696,0.137748083,-0.434047902,0.015837427,-0.341344746,-0.5,0.203878131,-0.016311273,-0.49590121,0.069568285,-0.478075483,0.383635568,-0.426699958,0.446163456,0.049839824,-0.069577231
4/1/09,-0.26501166,0.494287305,0.003962999,-0.083705444,0.427312943,-0.479565528,0.477249868,-0.246117793,-0.419243341,-0.006953688,0.383492808,-0.135372241,-0.031881372,0.115963481,-0.432708998,0.107630136,-0.135386451,-0.49999999,0.224280065,0.001623259,-0.492469061,0.099984229,-0.453592498,0.239540318,-0.444568742,0.469323346,0.055390744,-0.109905368
5/1/09,-0.224020797,0.487392577,0.010231537,0.013185773,0.346604349,-0.485176156,0.492997651,-0.226249735,-0.378327495,0.048298239,0.312260183,-0.101733337,-0.007401102,0.08549798,-0.386661656,0.30427402,-0.135386451,-0.499999619,0.247320943,0.052674667,-0.476633671,0.148773273,-0.381686905,0.242464729,-0.440232222,0.482061527,0.048389437,-0.142051901
6/1/09,-0.175919727,0.470105945,0.03406919,0.053928567,0.209190158,-0.485097377,0.359242684,-0.20148108,-0.281649985,0.08352335,0.205115396,-0.075147706,0.043294796,0.046842879,-0.352383459,0.158742925,-0.045929864,-0.499731212,0.252570799,0.019466157,-0.483778005,0.111838544,-0.365733318,0.169571961,-0.429012847,0.339402137,0.087281208,-0.1737092
7/1/09,-0.108929063,0.445200708,0.05003435,-0.094096386,0.093676642,-0.43895831,0.209742143,-0.175681853,-0.366739737,0.081165673,0.151847589,-0.103576663,0.009422957,0.007301865,-0.23108571,0.091561781,-0.106123948,-0.464773578,0.203079158,-0.000658526,-0.455266224,0.089014645,-0.363899206,0.106641491,-0.390516652,0.201699413,0.04008841,-0.200607171
8/1/09,-0.176305818,0.433192799,0.11136562,-0.185259026,-0.047704168,-0.314319039,0.103785559,-0.158714544,-0.40878878,0.104005463,0.062757887,-0.099444065,0.042751647,-0.021256015,-0.05794862,0.056945402,-0.135386451,-0.351605469,0.170266445,0.001078107,-0.400647724,0.079002502,-0.296338894,0.189447576,-0.381311326,0.103476891,0.080707476,-0.23318647
9/1/09,-0.100295174,0.390248003,0.071607909,-0.254986376,-0.119738672,-0.279229052,0.196079562,-0.134989166,-0.433192799,0.151502063,0.025084235,-0.020449615,0.020895709,-0.040456018,-0.281398912,0.121349377,-0.270574674,-0.314078229,0.172205463,0.019803717,-0.286402962,0.084035149,-0.253427706,0.151739219,-0.378255553,0.188110966,0.073494969,-0.241513323
10/1/09,-0.118083253,0.358872804,0.100111182,-0.237992337,-0.112451519,-0.250279685,0.136830651,-0.127172494,-0.452209648,0.162387153,0.004838804,-0.034646964,0.033673348,-0.063920776,-0.1872416,-0.015836939,-0.089894161,-0.274501707,0.184180843,0.007811614,-0.225778501,0.077452567,-0.24833734,0.109364586,-0.337230015,0.136507798,0.095330584,-0.228665012
11/1/09,-0.044891043,0.307099295,0.102468367,-0.211072881,-0.089724778,-0.194227714,0.178138599,-0.107489584,-0.452209648,0.171443132,0.001621712,-0.042172558,0.072572284,-0.081657824,-0.14738826,0.07171921,-0.141935216,-0.212805896,0.17981669,0.035157758,-0.193876172,0.099668322,-0.211268765,0.041752456,-0.295725094,0.172645636,0.148326008,-0.212157571
12/1/09,-0.154229504,0.267098041,0.141653067,-0.147969747,-0.069460183,-0.166485314,0.152213857,-0.106321718,-0.484373881,0.117725927,-0.014611985,0.015117938,0.08060106,-0.108741741,-0.127483635,0.237718859,-0.207279533,-0.18046388,0.183093753,0.075101803,-0.177324963,0.12519692,-0.174641064,0.04807194,-0.285020708,0.167592273,0.155421742,-0.213423565
1/1/10,-0.123825472,0.225308256,0.148658743,-0.145431685,-0.09780823,-0.147625252,0.16529806,-0.09969493,-0.433192799,0.060968299,-0.042681398,0.03198777,0.166311998,-0.133578122,-0.1339296,0.211209637,-0.112451519,-0.160640546,0.166891051,0.119118025,-0.112331326,0.134892649,-0.128841471,0.128818413,-0.297017752,0.166635301,0.17576271,-0.212197941
2/1/10,-0.092520588,0.19999643,0.164471192,-0.078662607,-0.075646802,-0.142825379,0.129128278,-0.101248932,-0.415434278,-0.03876596,-0.031761771,0.026608094,0.125076298,-0.145952043,-0.151188244,0.16792925,-0.13055866,-0.149447363,0.166772457,0.108034147,-0.12200703,0.131041303,-0.128488972,0.080013329,-0.280322691,0.131938292,0.138574529,-0.194644724
3/1/10,-0.06784785,0.183416036,0.204325067,-0.11994773,-0.089999974,-0.134019389,0.103093952,-0.088831895,-0.405324257,-0.054386641,-0.047231948,0.027223676,0.162142258,-0.156862359,-0.092712438,0.194150781,-0.114729251,-0.133565466,0.171132928,0.136340594,-0.114837346,0.164325249,-0.11012793,0.094722353,-0.240595391,0.105604838,0.155206982,-0.158194586
4/1/10,-0.031444347,0.162022573,0.198465317,-0.101465753,-0.094649176,-0.120957147,0.141935216,-0.062160459,-0.341344746,-0.082267677,-0.067925995,0.014990275,0.168176584,-0.158973427,-0.09748881,0.346777433,-0.049738225,-0.111385608,0.176628086,0.191536427,-0.091660599,0.202341177,-0.056093065,0.08799959,-0.21601838,0.147411171,0.151962778,-0.131780452
5/1/10,0.043551603,0.142288771,0.18265846,-0.262165821,-0.14030772,-0.067169985,0.16648676,-0.082089156,-0.380296561,-0.208480243,-0.042110198,0.034593383,0.17398165,-0.167561542,-0.055363134,0.435316312,0.049738225,-0.053233336,0.166447281,0.236720143,-0.076599893,0.249788678,-0.054448161,0.125593232,-0.206739928,0.17662069,0.141510788,-0.116212306
6/1/10,-0.054934581,0.129885763,0.192406227,-0.285804008,-0.099285062,-0.0341395,0.132020437,-0.096368755,-0.383070359,-0.252495016,0.019269124,0.07485473,0.132257303,-0.172822397,-0.051785359,0.43887358,-0.098706326,-0.016955027,0.146837221,0.217531273,-0.043798086,0.281100344,-0.052175775,0.066724989,-0.211882385,0.146834446,0.116755178,-0.101584684
7/1/10,0.001930635,0.11874936,0.211047518,-0.341344746,-0.149226692,-0.019481109,0.113666797,-0.073162844,-0.32201644,-0.174235184,0.010324412,-0.045494347,0.129077762,-0.173709793,-0.021095667,0.429027735,-0.13055866,0.001072676,0.137928446,0.227834859,0.00163405,0.298914822,-0.015136789,0.211608081,-0.215853647,0.136223821,0.117342059,-0.085726497
